,Job Title,Educational Qualification,Job Sector,Educational Pathway,HEI with PRC Exam,Some HEI,Job Subsector,PSOC Code,ISCO Code,SOC Code,SOC Title,SOC Codes,SOC Titles,AIOE,Complementarity,AI Risk Classification
721,Stamping Machine Operators,,Construction,Higher Education,Yes,No,Construction of buildings,7223,7223,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","['51-9161.00', '51-4021.00', '51-4022.00', '51-4023.00', '51-4031.00', '51-4032.00', '51-4033.00', '51-4034.00', '51-4035.00', '51-4041.00', '51-4081.00', '51-4199.00']","['Computer Numerically Controlled Tool Operators', 'Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic', 'Forging Machine Setters, Operators, and Tenders, Metal and Plastic', 'Rolling Machine Setters, Operators, and Tenders, Metal and Plastic', 'Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic', 'Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic', 'Machinists', 'Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Metal Workers and Plastic Workers, All Other']",-0.7604848548728056,0.4597222222222222,Not Affected
722,Supply Chain Officer (Healthcare),,Human Health and Social Work Activities,Higher Education,No,No,Hospital activities,4321,4321,43-5071.00,"Shipping, Receiving, and Inventory Clerks","['43-5071.00', '53-7065.00', '43-5111.00']","['Shipping, Receiving, and Inventory Clerks', 'Stockers and Order Fillers', 'Weighers, Measurers, Checkers, and Samplers, Recordkeeping']",-0.852355785236329,0.5663888888888888,Not Affected
723,Surveillance Officer (CCTV Operation),,Administrative and Support Service Activities,Higher Education,No,No,Security systems service activities,3521,3521,27-4031.00,"Camera Operators, Television, Video, and Film","['27-4011.00', '27-4012.00', '43-2099.00', '27-4014.00', '27-4031.00', '27-4099.00']","['Audio and Video Technicians', 'Broadcast Technicians', 'Communications Equipment Operators, All Other', 'Sound Engineering Technicians', 'Camera Operators, Television, Video, and Film', 'Media and Communication Equipment Workers, All Other']",-0.1124326711769413,0.6050000000000001,Not Affected
724,Talent Acquisition and Development Officer (Healthcare),,Human Health and Social Work Activities,Higher Education,No,No,"Other social work activities without accommodation, n.e.c.",2424,2424,13-1151.00,Training and Development Specialists,['13-1151.00'],['Training and Development Specialists'],1.125301054038325,0.6319444444444445,Augmented
725,Talent Attraction and Management Associate,,Administrative and Support Service Activities,Higher Education,No,Yes,Other human resources provision,2423,2423,13-1071.00,Human Resources Specialists,"['13-1071.00', '13-1075.00', '13-1141.00', '21-1012.00']","['Human Resources Specialists', 'Labor Relations Specialists', 'Compensation, Benefits, and Job Analysis Specialists', 'Educational, Guidance, and Career Counselors and Advisors']",1.2693805338487802,0.645,Augmented
726,Talent Management Specialist,,Administrative and Support Service Activities,Higher Education,No,No,Other human resources provision,2423,2423,13-1071.00,Human Resources Specialists,"['13-1071.00', '13-1075.00', '13-1141.00', '21-1012.00']","['Human Resources Specialists', 'Labor Relations Specialists', 'Compensation, Benefits, and Job Analysis Specialists', 'Educational, Guidance, and Career Counselors and Advisors']",1.2693805338487802,0.645,Augmented
727,Television Producer Assistant,,Information and Communication,Higher Education,No,Yes,Programming and Broadcasting Activities,2642,2642,27-3023.00,"News Analysts, Reporters, and Journalists","['27-3023.00', '27-3041.00']","['News Analysts, Reporters, and Journalists', 'Editors']",0.8767206131646967,0.6397222222222223,Augmented
728,Ticket Issuing / Travel Clerk (Transportation and Storage),,Transportation and Storage,Higher Education,No,Yes,"Transport via railways, Transport via buses, Other land transport, Inland water transport",4221,4221,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,"['41-1012.00', '41-3041.00', '43-4181.00']","['First-Line Supervisors of Non-Retail Sales Workers', 'Travel Agents', 'Reservation and Transportation Ticket Agents and Travel Clerks']",1.128280911286404,0.7080555555555555,Augmented
729,Tower Light Tenders,,Construction,Higher Education,No,No,Other specialized construction activities,8212,8212,51-2022.00,Electrical and Electronic Equipment Assemblers,"['51-2021.00', '51-2022.00', '51-2023.00', '51-2061.00', '51-9194.00']","['Coil Winders, Tapers, and Finishers', 'Electrical and Electronic Equipment Assemblers', 'Electromechanical Equipment Assemblers', 'Timing Device Assemblers and Adjusters', 'Etchers and Engravers']",-0.9355984264241232,0.5452777777777779,Not Affected
730,Training Quality Specialist,,Information and Communication,Higher Education,No,No,Other information service activities,2424,2424,13-1151.00,Training and Development Specialists,['13-1151.00'],['Training and Development Specialists'],1.125301054038325,0.6319444444444445,Augmented
731,Translator,,"Professional, Scientific and Technical Activities",Higher Education,No,No,"Other professional, scientific and technical activities, n.e.c.",2643,2643,27-3091.00,Interpreters and Translators,"['19-3099.00', '19-3099.01', '27-3091.00']","['Social Scientists and Related Workers, All Other', 'Transportation Planners', 'Interpreters and Translators']",1.2714488780375863,0.5886111111111111,Automated
732,Travel Agency Coordinator,,Accommodation and Food Service Activities,Higher Education,No,Yes,Other accommodation,3339,3339,41-3041.00,Travel Agents,"['13-1011.00', '13-1051.00', '13-1199.00', '13-1199.04', '13-1199.05', '13-1199.06', '13-1199.07', '13-2099.00', '13-2099.01', '13-2099.04', '41-1012.00', '41-3011.00', '41-3041.00', '41-9099.00']","['Agents and Business Managers of Artists, Performers, and Athletes', 'Cost Estimators', 'Business Operations Specialists, All Other', 'Business Continuity Planners', 'Sustainability Specialists', 'Online Merchants', 'Security Management Specialists', 'Financial Specialists, All Other', 'Financial Quantitative Analysts', 'Fraud Examiners, Investigators and Analysts', 'First-Line Supervisors of Non-Retail Sales Workers', 'Advertising Sales Agents', 'Travel Agents', 'Sales and Related Workers, All Other']",1.1428479464099406,0.5833333333333334,Automated
733,Treasury Staff (Construction),,Construction,Higher Education,No,No,Construction of buildings,4311,4311,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","['43-3021.00', '43-3031.00']","['Billing and Posting Clerks', 'Bookkeeping, Accounting, and Auditing Clerks']",1.007904894311804,0.4641666666666666,Automated
734,UI/UX Game Artist,,Information and Communication,Higher Education,No,No,"Motion picture, video and television programme activities",2166,2166,27-1014.00,Special Effects Artists and Animators,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
735,Ward Assistant,,Human Health and Social Work Activities,Higher Education,No,Yes,Medical and dental practice activities,3256,3256,31-9092.00,Medical Assistants,"['29-2057.00', '31-9092.00']","['Ophthalmic Medical Technicians', 'Medical Assistants']",-0.013880118804895,0.5833333333333334,Not Affected
736,Ward Attendant,,Human Health and Social Work Activities,Higher Education,No,Yes,Medical and dental practice activities,3256,3256,31-9092.00,Medical Assistants,"['29-2057.00', '31-9092.00']","['Ophthalmic Medical Technicians', 'Medical Assistants']",-0.013880118804895,0.5833333333333334,Not Affected
737,Waste Management Officer (Manufacturing),,Manufacturing,Higher Education,No,No,"Other manufacturing, n.e.c.",3257,3257,53-6051.01,Aviation Inspectors,"['19-5012.00', '45-2011.00', '53-1049.00', '53-6051.00', '53-6051.01', '53-6051.07']","['Occupational Health and Safety Technicians', 'Agricultural Inspectors', 'First-Line Supervisors of Transportation Workers, All Other', 'Transportation Inspectors', 'Aviation Inspectors', 'Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation']",0.2619022567584564,0.686111111111111,Not Affected
738,Waste Officer (Healthcare),,Human Health and Social Work Activities,Higher Education,No,No,Hospital activities,3257,3257,19-5012.00,Occupational Health and Safety Technicians,"['19-5012.00', '45-2011.00', '53-1049.00', '53-6051.00', '53-6051.01', '53-6051.07']","['Occupational Health and Safety Technicians', 'Agricultural Inspectors', 'First-Line Supervisors of Transportation Workers, All Other', 'Transportation Inspectors', 'Aviation Inspectors', 'Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation']",0.2619022567584564,0.686111111111111,Not Affected
739,Window Cleaner,,Accommodation and Food Service Activities,Higher Education,No,No,Other accommodation,9129,9129,37-2019.00,"Building Cleaning Workers, All Other","['37-2019.00', '47-4071.00']","['Building Cleaning Workers, All Other', 'Septic Tank Servicers and Sewer Pipe Cleaners']",-1.3200675687520032,0.6313888888888889,Not Affected
740,Workforce Management Analyst,,Administrative and Support Service Activities,Higher Education,No,No,"Business support service activities, n.e.c.",2424,2424,13-1151.00,Training and Development Specialists,['13-1151.00'],['Training and Development Specialists'],1.125301054038325,0.6319444444444445,Augmented
741,Quality Controller,Shoemaking NC I,"Agriculture, Forestry, and Fishing",Higher Education,No,No,Post-harvest crop activities,3119,3119,19-4099.01,Quality Control Analysts,"['17-3025.00', '17-3026.00', '17-3026.01', '17-3029.00', '17-3029.01', '17-3029.08', '19-4051.00', '19-4051.02', '19-4092.00', '19-4099.00', '19-4099.01', '19-4099.03', '33-1021.00', '33-2021.00', '33-2022.00', '53-6041.00']","['Environmental Engineering Technologists and Technicians', 'Industrial Engineering Technologists and Technicians', 'Nanotechnology Engineering Technologists and Technicians', 'Engineering Technologists and Technicians, Except Drafters, All Other', 'Non-Destructive Testing Specialists', 'Photonics Technicians', 'Nuclear Technicians', 'Nuclear Monitoring Technicians', 'Forensic Science Technicians', 'Life, Physical, and Social Science Technicians, All Other', 'Quality Control Analysts', 'Remote Sensing Technicians', 'First-Line Supervisors of Firefighting and Prevention Workers', 'Fire Inspectors and Investigators', 'Forest Fire Inspectors and Prevention Specialists', 'Traffic Technicians']",-0.0564920970490134,0.6525,Not Affected
742,Dispatcher,Warehousing Services NC II,Transportation and Storage,Higher Education,No,No,"Postal activities, Warehousing and storage",4323,4323,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",['43-5032.00'],"['Dispatchers, Except Police, Fire, and Ambulance']",1.096197891448219,0.6255555555555555,Augmented
743,Traditional Animator,2D Animation NC III,"Arts, entertainment and recreation",Not Higher Education,No,No,"Creative, arts and entertainment activities",2166,2166,27-1014.00,Special Effects Artists and Animators,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
744,2D Game Artist,2D Game Art Development NC III,"Arts, entertainment and recreation",Not Higher Education,No,No,"Creative, arts and entertainment activities",2166,2166,27-1014.00,Special Effects Artists and Animators,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
745,3D Modeller,3D Animation NC III,"Arts, entertainment and recreation",Not Higher Education,No,No,"Creative, arts and entertainment activities",2166,2166,27-1014.00,Special Effects Artists and Animators,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
746,3D Game Artist,3D Game Art Development NC III,"Arts, entertainment and recreation",Not Higher Education,No,No,"Creative, arts and entertainment activities",2166,2166,27-1014.00,Special Effects Artists and Animators,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
747,Abaca Fiber Stripper And Classifier,Abaca Fiber Classifying and Grading Level II,"Agriculture, Forestry, and Fishing",Not Higher Education,No,No,Support activities to agriculture and post-harvest crop activities,7318,7318,51-6041.00,Shoe and Leather Workers and Repairers,['51-6041.00'],['Shoe and Leather Workers and Repairers'],-0.9817178812461512,0.4858333333333333,Not Affected
748,Abaca Grower,Abaca Production Level II,"Agriculture, Forestry, and Fishing",Not Higher Education,No,No,Growing of perennial crops,6116,6111,45-2091.00,Agricultural Equipment Operators,"['45-1011.00', '45-2091.00']","['First-Line Supervisors of Farming, Fishing, and Forestry Workers', 'Agricultural Equipment Operators']",-0.7370703658809756,0.6911111111111111,Not Affected
749,Aesthetician,Aesthetic Services Level III,Other Service Activities,Not Higher Education,No,No,"Personal services for wellness, except sports activities",5142,5142,39-5094.00,Skincare Specialists,"['53-1044.00', '39-5012.00', '39-5091.00', '39-5092.00', '39-5093.00', '39-5094.00']","['First-Line Supervisors of Passenger Attendants', 'Hairdressers, Hairstylists, and Cosmetologists', 'Makeup Artists, Theatrical and Performance', 'Manicurists and Pedicurists', 'Shampooers', 'Skincare Specialists']",-0.7879999963529365,0.6258333333333334,Not Affected
750,Agricultural RPA Pilot,Agricultural Drone Operation Level II,"Agriculture, Forestry, and Fishing",Not Higher Education,No,No,Support activities to agriculture and post-harvest crop activities,3153,3153,53-2012.00,Commercial Pilots,"['53-1049.00', '53-2011.00', '53-2012.00']","['First-Line Supervisors of Transportation Workers, All Other', 'Airline Pilots, Copilots, and Flight Engineers', 'Commercial Pilots']",-0.2857324934448537,0.7319444444444444,Not Affected
751,Agricultural Machinery Operator,Agricultural Machinery Operation NC II,"Agriculture, Forestry, and Fishing",Not Higher Education,No,No,Support activities to agriculture and post-harvest crop activities,8341,8341,45-2091.00,Agricultural Equipment Operators,"['45-2091.00', '45-4022.00']","['Agricultural Equipment Operators', 'Logging Equipment Operators']",-1.25411250441255,0.4963888888888889,Not Affected
752,4-Wheel Tractor Mechanic,Agricultural Machinery Servicing (4-Wheel Tractor) NC III,"Agriculture, Forestry, and Fishing",Not Higher Education,No,No,Support activities to agriculture and post-harvest crop activities,7233,7233,49-3041.00,Farm Equipment Mechanics and Service Technicians,"['49-1011.00', '49-3041.00', '49-3042.00', '49-3043.00', '49-9041.00', '49-9043.00', '49-9044.00', '49-9045.00', '49-9081.00']","['First-Line Supervisors of Mechanics, Installers, and Repairers', 'Farm Equipment Mechanics and Service Technicians', 'Mobile Heavy Equipment Mechanics, Except Engines', 'Rail Car Repairers', 'Industrial Machinery Mechanics', 'Maintenance Workers, Machinery', 'Millwrights', 'Refractory Materials Repairers, Except Brickmasons', 'Wind Turbine Service Technicians']",-0.1748634323778201,0.6933333333333334,Not Affected
