Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
"ST. MICHAEL ARCANGEL TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"30 M. Santos St., Santolan, Malabon City",VICTOR COLUMBUS C. CANTA,9278551680,smati.malabon@gmail.com,Events Management Services NC III,1,38,38
ST. THOMAS AQUINAS INSTITUTE OF CALOOCAN INC.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"#31 Dagohoy Street corner Caimito St., Brgy. 079, Caloocan City","EFREN E. MORENO, JR.",02-86530178 / 09082367204,thomas.center23@gmail.com,Events Management Services NC III,1,379,294
TRIDENT-ASSESSMENT AND TECHNICAL TRAINING CENTER INC.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Unit M03 and 2nd Floor Consuelo Building, 116 Benin Street Corner EDSA Monumento, Zone 8, Barangay 86, Caloocan City",REA A. ROQUE,87216790,trident.tvi2023@gmail.com,Events Management Services NC III,2,312,293
"TRINITY POLYTECHNIC COLLEGE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Isagani Campo St., Bankers Village 2, Barangay 184, Caloocan City",ENGR. MARIZEN S. MANALO,85631125 / 09066928678,trinitycaloocantvimis@gmail.com,Events Management Services NC III,1,25,0
"UNO CAREGIVER AND DOMESTIC MNGT TRAINING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"No. 1587 Paradiso Centre, Copernico Street, Brgy. San Isidro, Makati City",MARY GRACE ROSALIA GULAN,843-5918/844-3231,uno_training@yahoo.com,Events Management Services NC III,2,99,83
"WCC AERONAUTICAL AND TECHNOLOGICAL COLLEGE - NORTH MANILA, INC.",HEIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"461 William Shaw St., Caloocan City",Raymond Patrick V. Guico,83679110,wccatcnm.tesdaoffice@gmail.com,Events Management Services NC III,1,42,42
Laborlink Technical Institute Corporation,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"112 Old Samson Rd. Balintawak, Quezon City",Antonio M. Dimayuga Jr.,413-4225 ,laborlinktechnical@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,2,224,330
(S.J.B.) SAINT JOHN BOSCO I.A.S. INC. - (Pasig Branch),TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"2nd Floor, St. John Bosco Bldg., Pasig Bldg., cor. Dr. Sixto Antonio Ave., Caniogan, Pasig City",Marilyn D. Barcelona,470-8800 / 6424190,sjbosco1996@yahoo.com,Food and Beverage Services NC II,1,62,57
7-STAR EDUCATIONAL ACADEMY CORPORATION (7-STAR EDUCATIONAL ACADEMY INC.),TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila",Unit 502 5th Floor Fern Bldg 827 P. Paredes St. Sampaloc Manila,Jay-ar D. Sta. Ana,.,7staracademy.exec@gmail.com,Food and Beverage Services NC II,1,11,10
"ACADEMY ASIA SCHOOL OF TECHNOLOGY AND THE ARTS, INC. ",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"2/F WRC Bldg. No. 47 Gil Fernando Midtown Subd., San Roque, Marikina City ",MR. JAIME G. DOLERA JR.,Tel. No. 234-0996,academy.asia@gmail.com,Food and Beverage Services NC II,1,75,75
ACADEMY FOR LEISURE AND TOURISM INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"2/F Horizon Center, 100 Andrews Avenue, Pasay City",MA. THERESA S. LLAMAS,9178788295,admissions@academyforleisuretourism.com,Food and Beverage Services NC II,1,58,58
"ASIAN CAREGIVING AND TECHNOLOGY EDUCATION CENTERS, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"A & A Bldg., 120 P. Jacinto cor. Boni Serrano St. Calaanan East, Caloocan City",Jonas Jay D. Lorenzo ,366-3975/ 367-8233/ 366-9282,actecschool.caloocan@gmail.com,Food and Beverage Services NC II,0,0,0
ASIAN CHRISTIAN THEOLOGICAL SCHOOL & COLLEGES INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"503 Eagle St., Blk 5, G2 Village, Brgy. Pinagsama, Taguig City",JOVENCIO GAGTAN,666-3946 / 09272331562,actscolleges2008@gmail.com,Food and Beverage Services NC II,2,48,38
"ASIANTOUCH INTERNATIONAL TRAINING INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"No. 14 N. Roxas St., San Roque, Marikina City",PRINCES A. PAMPLONA,961-7772 / 995-0996,asiantouchmarikina@gmail.com,Food and Beverage Services NC II,2,101,33
"BOWLINE TRAINING & ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"No. 9 Martilyete St., Midtwon Subd., San Roque, Marikina City",DANILO BLASITO A. FERNANDEZ,682-0165/645-0444,bowline.center2007@gmail.com,Food and Beverage Services NC II,2,215,215
"CANADIAN TOURISM AND HOSPITALITY INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"2/F Paragon Plaza, EDSA corner Reliance St., Mandaluyong City",JENNIFER AYAP,451-1657 / 5847343,cthitraining@gmail.com,Food and Beverage Services NC II,1,141,222
"CENTRAL INSTITUTE OF TECHNOLOGY OF QUEZON CITY, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2nd Floor Our Home Bldg., 114 Malakas St. Diliman, Quezon City",Cecilio B. Pingkian ,(02) 925-2554  435-7010,cit_2013@yahoo.com,Food and Beverage Services NC II,1,83,75
CGROUP SKILLS DEVELOPMENT AND SECURITY TRAINING INSTITUTE INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Lot 56 Blk LCH - 220 Pajo Street, Quirino 2C, Quezon City","GENESIS S. STO. DOMINGO, CHP, MMITHM, D.HUM",8299-8511 loc 106,cgroupskills@gmail.com,Food and Beverage Services NC II,1,50,24
DON BOSCO YOUTH CENTER-TONDO INC. ,TVIs,National Capital Region (NCR),City of Manila,"Tondo I/II, City of Manila","Bo. Magsaysay, Tondo, Manila","Fr. Gaudencio T. Carandang Jr., SDB",254-56-59/251-52-60,,Food and Beverage Services NC II,2,122,156
FPTI-PUNLAAN SCHOOL,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"No. 173 M. Paterno St., San Juan City",Maria Theresa E. Nabatar,727-0581 to 82 / 722-5671,reg@punlaanschool.edu.ph,Food and Beverage Services NC II,1,76,120
"GATEWAYS INSTITUTE OF SCIENCE & TECHNOLOGY, INC. (Mandaluyong)",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F Raymundo Bldg. Kalentong St., Mandaluyong City",JOSE O. MONTENEGRO,534-4478,gistian08.mandakalentong@gmail.com,Food and Beverage Services NC II,1,200,125
"GOD BEARER INSTITUTE TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"AJBEL Bldg., 9127 San Antonio Valley Avenue, Brgy. SAV-1, Sucat, Parañaque City",Glendon C. Gloria,551-2408,godbearerinstitute@gmail.com,Food and Beverage Services NC II,1,64,36
HOME CULINARY AND TECHNICAL SCHOOL CORPORATION,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"No. 97 Doña Soledad Better Living, Don Bosco, Parañaque City",DAVE DV. NAVARRO,239-2860,homeculinary@kingsgroup.com.ph,Food and Beverage Services NC II,0,0,49
"Integrated Movement Academy, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"No. 33 Gloria Diaz St., BF Resort Village, Las Piñas City",Glecita R. Buan,871-2133/775-5016/552-9001,info.imaiph@gmail.com,Food and Beverage Services NC II,1,114,89
"INTERNATIONAL TRAINING CENTER AND HOSPITALITY INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Unit 02, 2/F Elena Roces Building, No. 7 Pioneer St., Mandaluyong City",Mr. Ulysses D. Campos,634-8244 / 634-3300 or 0927-418-7015,info@itchi-asia.com,Food and Beverage Services NC II,1,63,59
"LA SALLE GREENHILLS, INC.",HEIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"343 Ortigas Ave., Mandaluyong City",Mrs. Maria Carmela A. Boncodin,721-2000 loc 249 / 721-2000 loc 121,alted.aac@lsgh.edu.ph,Food and Beverage Services NC II,0,0,11
"Lakewood School of Alabang, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Timbol Bldg., No. 21 National Road, Putatan, Muntinlupa City",Julita M. Concepcion,550-2260/861-0397,techvoc.lakewood@gmail.com,Food and Beverage Services NC II,1,26,0
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","3rd Floor Times Plaza Building, United Nations cor. Taft Ave., Ermita, Manila",PAOLO SANTINO A. GUEVARA,524-9996 loc.308/523-8538,jewel.evangelista@mihca.edu.ph,Food and Beverage Services NC II,3,293,381
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"G/F and 2/F Commercial Space Pioneer, Woodlands Tower 1 and 2, EDSA corner Pioneer St., Mandaluyong City",PAOLO SANTINO A. GUEVARA ,721-1540,warly.pacol@mihca.edu.ph,Food and Beverage Services NC II,1,60,116
MANDALUYONG MANPOWER AND TECHNICAL-VOCATIONAL TRAINING CENTER,LGU,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Welfareville Compound, Barangay Addition Hills., Mandaluyong City",MS. MARIA MAJELLA G. TAMPINCO,531-5159,manpowermandaluyong@gmail.com,Food and Beverage Services NC II,1,58,75
"MARY THE QUEEN COLLEGE OF QUEZON CITY, INC.",HEIs,National Capital Region (NCR),Quezon City,Quezon City,"Commonwealth Ave., Road., 44 Diliman, Quezon City",Jan Carla R. Tan,341-0336,qc.marythequeencollege.t2mis@gmail.com,Food and Beverage Services NC II,1,63,50
MILLENNIUM PROPERTIES AND BROKERAGE INCORPORATED - ASTORIA CULINARY & HOSPITALITY INSTITUTE,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 22 Gen. Araneta and Lukban Streets, Barangay San Antonio, Pasig City",FELIMON J. REGALADO JR. ,788-1847,training@astoriaplaza.com,Food and Beverage Services NC II,1,120,89
MOTHER IGNACIA NATIONAL SOCIAL APOSTOLATE CENTER,NGO/Foundation ,National Capital Region (NCR),Quezon City,Quezon City,"126 Rosales St. Payatas A, Quezon City","S. Ma. Lolieta Ariza, RVM",330-8287,minsacpayatas028@gmail.com,Food and Beverage Services NC II,1,51,47
"MOVERS INTERNATIONAL SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"481 Real St., Alabang-Zapote Road, Almanza Uno, Las Piñas City",MA. VERONICA S. ESTOR,632 72577896 / 09178781978,moversint.tesda@gmail.com,Food and Beverage Services NC II,2,46,16
NAVOTAS VOCATIONAL TRAINING AND ASSESSMENT (NAVOTAAS) INSTITUTE - ANNEX II,LGU,National Capital Region (NCR),CAMANAVA,Navotas City,"Governor Pascual St., Barangay Daanghari, Navotas City",KATHRYN ANNE S. HILARIO,292-2277,navotaasinstitute.annex2@gmail.com,Food and Beverage Services NC II,1,68,66
OUR LADY OF GUADALUPE TECHNICAL AND VOCATIONAL TRAINING SCHOOL CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"71 RGG Bldg. Kamias Road Pinyahan, Quezon City",GIRLIE ONG-GENATO,0908-8671630,qc.ourladyofguadalupetvimis@gmail.com,Food and Beverage Services NC II,1,83,77
OUR LADY OF LOURDES COLLEGE OF NOVALICHES (OLLCN) INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"No. 9 Nightingale St. and No. 14 Woodpecker St., Zabarte Subdivision, Novaliches, Quezon City","Ma. Lourdes L. Ocampo, Ed. D",(02) 939-6829,office@ollcn.ph.education,Food and Beverage Services NC II,2,83,76
OVERSEAS ACADEMY SKILLS & ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"2078 Edison St. Brgy San Isidro, Makati City",Esperanza H. Pascual,815-7051/463-8911,overseasacademyskills@yahoo.com,Food and Beverage Services NC II,2,57,45
PARAÑAQUE CITY COLLEGE,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Kabihasnan, cor. Coastal Road, Brgy. San Dionisio, Parañaque City","ALEJANDRO D. MAGNAYE, DBM",962-6958,mpltp.pcc.tvimis@gmail.com,Food and Beverage Services NC II,2,66,141
PINOY SKILLS ACADEMY INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"121 The Beech Panay Avenue South Triangle, Quezon City",RODEN M. RAMOS,8373-8434,pinoyskillsacademy@gmail.com,Food and Beverage Services NC II,1,20,20
PSAA INTERNATIONAL ACADEMY INC.,TVIs,National Capital Region (NCR),City of Manila,"Pandacan, City of Manila","1745 Abdon St., Brgy. 843, Pandacan, Manila",Riza D. Sorima-Matias,563-8105,psaamlatvet2011@gmail.com,Food and Beverage Services NC II,2,274,227
SMI INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,Unit 3- A 3rd Flr Wardley Bldg. 1991 San Juan St. Pasay City,CRISTINA J. APLASCA,2474130,smiacademicenter@gmail.com,Food and Beverage Services NC II,1,57,57
St. Bernadette College of Alabang,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Km. 23.6 East Service Rd., Udings Cmpd. I, Alabang, Muntinlupa City",Felicitas C. Rabonza,842-21-39 / 856-66-02/850-57-09,tvet@sbca.edu.ph,Food and Beverage Services NC II,1,26,28
"ST. CATHERINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 425 Blas St., Hulong Duhat, Malabon City",RUTH M. CUNTAPAY,"8713-6741, 8352-0859, 8736-7278, 09185292561",stcatherineinstituteoftechnology@yahoo.com,Food and Beverage Services NC II,1,47,42
STI- COLLEGE MARIKINA INC.,HEIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"289 L. De Guzman St., Concepcion, Marikina City",VILMA C. CAPARROS,TeleFax: 948-2978 / 997-6601 / 948-2978 / 942-330,karen.ocampo@marikina.sti.edu,Food and Beverage Services NC II,1,54,54
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Food and Beverage Services NC II,1,140,145
"UNO CAREGIVER AND DOMESTIC MNGT TRAINING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"No. 1587 Paradiso Centre, Copernico Street, Brgy. San Isidro, Makati City",MARY GRACE ROSALIA GULAN,843-5918/844-3231,uno_training@yahoo.com,Food and Beverage Services NC II,3,160,108
"UNO CAREGIVER AND DOMESTIC MNGT TRAINING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"No. 1587 Paradiso Centre, Copernico Street, Brgy. San Isidro, Makati City",MARY GRACE ROSALIA GULAN,843-5918/844-3231,uno_training@yahoo.com,Food and Beverage Services NC III,0,0,54
"INTERNATIONAL TRAINING CENTER AND HOSPITALITY INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Unit 02, 2/F Elena Roces Building, No. 7 Pioneer St., Mandaluyong City",Mr. Ulysses D. Campos,634-8244 / 634-3300 or 0927-418-7015,info@itchi-asia.com,Front Office Services NC II,2,114,126
MILLENNIUM PROPERTIES AND BROKERAGE INCORPORATED - ASTORIA CULINARY & HOSPITALITY INSTITUTE,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 22 Gen. Araneta and Lukban Streets, Barangay San Antonio, Pasig City",FELIMON J. REGALADO JR. ,788-1847,training@astoriaplaza.com,Front Office Services NC II,1,52,19
HUMAN RESOURCE DEVELOPMENT CENTER (HRDC),TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Philippine-Korea Friendship Center, Bayani Road, Fort Bonifacio, Taguig City",DEXTER C. HULLEZA,9182178647,mpltp.hrdc.tvimis@gmail.com,Game Programming NC III,1,43,22
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Corner De Leon Street, Purok 1-A Kabatuhan Street, Mapulang Lupa, Valenzuela City",Arvin C. Mamites,(02) 750-3718,philschooltechdevinno@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,326,314
"INTERNATIONAL TRAINING FOR ENHANCEMENT & ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"52 Iphor Bldg. Doña Soledad Ave., Brgy. Don Bosco, Bicutan, Parañaque City",JUNEL V. FETALINO,738-8450,jfetalino@iteac.edu.ph,Shielded Metal Arc Welding (SMAW) NC I,2,163,308
"CENTER FOR BARISTA AND TOURISM ACADEMY TRAINING AND ASSESSMENT, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"3/F Lot 13-A, Blk. 31 cor. Camaro St., Fairview Ave., Fairview, Quezon City",GERALD O. CATEDRILLA,(02) 428-4094,qc.cenbartvimis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,2,192,283
CPDC TRAINING & TESTING CORP.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Lontoc cor. Virata St. near Samaca II, Brgy. Calzada, Taguig City",Ralph Emerson M. Mactal,82521804,cpdccorp@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,4,264,280
CPDC TRAINING & TESTING CORP.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Lontoc cor. Virata St. near Samaca II, Brgy. Calzada, Taguig City",Ralph Emerson M. Mactal,82521804,cpdccorp@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,2,156,234
"INTERNATIONAL TRAINING FOR ENHANCEMENT & ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"52 Iphor Bldg. Doña Soledad Ave., Brgy. Don Bosco, Bicutan, Parañaque City",JUNEL V. FETALINO,738-8450,jfetalino@iteac.edu.ph,Shielded Metal Arc Welding (SMAW) NC II,4,209,202
PASIG CITY INSTITUTE OF SCIENCE AND TECHNOLOGY,LGU,National Capital Region (NCR),PAMAMARISAN,Pasig City,"Pio Alvarez St. , Barangay Bambang Pasig City ",CORINNA V. BUGAWAN,706-7977,pcistbambang@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,2,193,197
"Stars and Rainbow Academy, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"RECRAA Bldg., Vitalez Cmpd., Sucat, Paranaque City",Ma. Cristina B. Tafalla,826-81-69 825-7956 loc. 50 826-8169 fax,starsandrainbow2016@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,2,219,182
"ASIAN CAREGIVING AND TECHNOLOGY EDUCATION CENTERS, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"419 D & I Building EDSA Avenue, Barangay 86 Caloocan City",Jonas Jay D. Lorenzo,8366-3975,actecschool.caloocan@gmail.com,Health Care Services NC II,1,13,0
EJ TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Lot 1-C Mangga Street, corner Lawaan Street, Amparo Subdivision, Barangay 179, District 3, Caloocan City",CAROLINA C. CONSTANTINO,87277855,trainingcenterej@gmail.com,Health Care Services NC II,1,19,0
University of Perpetual Help Rizal,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"Pamplona III, Las Pinas City","Arnaldo S. De Guzman, STh.D.",871-06-39 loc. 202,tesda.laspinas@perpetualdalta.edu.ph,Health Care Services NC II,1,21,13
AISTAC ALPHA INNOVATIVE SKILLS TRAINING AND ASSESSMENT CENTER INC. DOING BUSINESS UNDER AISTAC ALPHA,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Sto. Niño Village, Agnes St. Tunasan, Muntinlupa City",Norma R. Respicio,09338582077/ 02-8292 5857,info@aistac.org,Heavy Equipment Operation (Forklift) NC II,2,144,122
"GLOBAL OVERSEAS TRAINING INSTITUTE FOR HEAVY EQUIPMENT OPERATORS & SKILLS DEVELOPMENT (GOTHED), INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"248 B. C. Dela Paz Street, Barangay Caniogan, Pasig City",Guiller S. Castillo,Tel. 628-0016,gotihedtraining@yahoo.com,Heavy Equipment Operation (Forklift) NC II,3,191,166
NOBLE VISION TRAINING AND ASSESSMENT INSTITUTE INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"125 San Guillermo St., Jarger Homes Dulo, Brgy. Bayanan",AIZA T. RUFO,475-4194 / 0908-7777-670,noblevisiontraininginstitute@gmail.com,Heavy Equipment Operation (Forklift) NC II,1,81,80
TECHNO SPEAR TRAINING CENTER OF THE PHILIPPINES INCORPORATED,TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"11 Apitong St., Marikina Heights, Marikina City",RONALYN L. ARIZA,401-7671,technospear@yahoo.com,Heavy Equipment Operation (Forklift) NC II,3,110,107
Top Choice Training Institute and Assessment Center,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"0030 Ninoy Aquino Avenue, Brgy. San Dionisio, Parañaque City",JAHZIEL B. VILLARUZ-.COTELO,423-2559,topchoicetech14@gmail.com,Heavy Equipment Operation (Forklift) NC II,2,258,204
"GLOBAL OVERSEAS TRAINING INSTITUTE FOR HEAVY EQUIPMENT OPERATORS & SKILLS DEVELOPMENT (GOTHED), INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"248 B. C. Dela Paz Street, Barangay Caniogan, Pasig City",Guiller S. Castillo,Tel. 628-0016,gotihedtraining@yahoo.com,Heavy Equipment Operation (Hydraulic Excavator) NC II,3,109,105
NOBLE VISION TRAINING AND ASSESSMENT INSTITUTE INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"125 San Guillermo St., Jarger Homes Dulo, Brgy. Bayanan",AIZA T. RUFO,475-4194 / 0908-7777-670,noblevisiontraininginstitute@gmail.com,Heavy Equipment Operation (Hydraulic Excavator) NC II,2,22,22
TECHNO SPEAR TRAINING CENTER OF THE PHILIPPINES INCORPORATED,TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"11 Apitong St., Marikina Heights, Marikina City",RONALYN L. ARIZA,401-7671,technospear@yahoo.com,Heavy Equipment Operation (Hydraulic Excavator) NC II,1,105,103
