,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,AIOE,Complementarity,Classification,C-AIOE
725,Medical Laboratory Aide,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,-0.3935851657204582,0.5456944444444444,Isolated,-0.31590676009701785
726,Medical Laboratory Technologist,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,-0.3935851657204582,0.5456944444444444,Isolated,-0.31590676009701785
727,Medical Liaison,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,No,1.5056696701614034,0.6302777777777777,Augmented,1.0811544714908967
728,Medical Provider and Membership Relations Officer,Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,0.4776825370436939,0.5841087962962964,Displaced,0.3650567157228942
729,Medical Records Technician,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
730,Medical Secretary,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,1.0337143779854754,0.5113888888888888,Displaced,0.8651615057972883
731,Medical Transcriptionist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,1.0337143779854754,0.5113888888888888,Displaced,0.8651615057972883
732,Mental Health Program Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
733,Messman,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,-0.6267809371496645,0.5396732026143791,Isolated,-0.5068527545675964
734,Metadata Specialist,Information and Communication,Other information service activities,Higher Education,No,No,1.4774993998129229,0.6063888888888888,Augmented,1.0962224713611994
735,Metallurgical Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
736,Microbiology Lab Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
737,Microfinance Loan Officer,Financial and Insurance Activities,Monetary intermediation,Not Higher Education,No,No,1.2375369086685346,0.6316666666666667,Augmented,0.8869014512124498
738,Milk Processing Technician,Manufacturing,Manufacture of dairy products,Higher Education,No,No,-0.9694564085988252,0.5850000000000001,Isolated,-0.7400183918971032
739,Millwright,Construction,Construction of buildings,Higher Education,No,No,-1.049182638556866,0.7641666666666665,Protected,-0.6128975246903028
740,Mine Safety Engineer,Mining and Quarrying,Mining of Metal Ores,Higher Education,Yes,No,0.5129253723597855,0.6382638888888889,Augmented,0.36421263419297273
741,Ministry Program Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,1.0117367283079466,0.5203728070175438,Displaced,0.8376780740628624
742,MIS Technical Support (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
743,Mobile Air-Conditioning (MAC) Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,-0.9106473891239084,0.686111111111111,Protected,-0.6030509376864995
744,Mobile Phones And Handheld Gadgets Technician,Manufacturing,Manufacture of consumer electronics,Not Higher Education,No,No,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
745,Mobile Robotics System Technician,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
746,Mold Maker,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,-1.1541431770984385,0.5399999999999999,Isolated,-0.9329324014879046
747,Motion Graphics Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
748,Motorcycle/Small Engine Mechanic,Manufacturing,Manufacture of motor vehicles,Not Higher Education,No,No,-1.5566147016651897,0.6050000000000001,Protected,-1.1570835949044576
749,Motor-Grader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,-1.15238606969144,0.6227777777777778,Protected,-0.836120115009456
750,Multilateral Affairs Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
751,Multimedia Designer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,0.733024170282144,0.563888888888889,Displaced,0.5750167380213262
752,Multimedia Journalist,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
753,Municipal Fisherman,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,-1.3653770485609695,0.6044444444444445,Protected,-1.01568881556841
754,Municipal Services Clerk,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,0.9698125993622836,0.4805555555555555,Displaced,0.8415818223354928
755,Museum Curator,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,0.7188278381031682,0.6888888888888888,Augmented,0.4740270243491449
756,Museum Guide,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,0.4571220527837438,0.6594444444444444,Augmented,0.31490630302880135
757,Museum Program Assistant,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,-0.8672596469857901,0.4680555555555555,Isolated,-0.7634293948049914
758,Museum Researcher,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,0.7188278381031682,0.6888888888888888,Augmented,0.4740270243491449
759,Museum Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,-0.8672596469857901,0.4680555555555555,Isolated,-0.7634293948049914
760,Museums / Zoos / Aquariums Personnel,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,-0.8672596469857901,0.4680555555555555,Isolated,-0.7634293948049914
761,Music Arranger Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,-0.0481137107809598,0.5141666666666667,Isolated,-0.0401348537431173
762,Music Production Assistant,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
763,Music Teacher (Choral Director),Education,Other education services,Higher Education,Yes,No,0.5095961456095874,0.6,Augmented,0.3813477822978413
764,Nail Technician,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-0.1802445932619149,0.6108333333333333,Protected,-0.13293038753066225
765,Natural Resource Planner,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.121407837793284,0.6320138888888889,Augmented,0.8032862393637309
766,Natural Resources Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
767,Network Cabling Technician,Manufacturing,Manufacture of communication equipment,Not Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
768,Network Operations Technician,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
769,News Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
770,News Reporter,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
771,Newsroom Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,1.0159515689880594,0.7358333333333333,Augmented,0.6222703360051864
772,Nurse Anaesthetist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,0.2700903207777707,0.7450000000000001,Augmented,0.16295449353592162
773,Nursery Teacher,Education,Pre-primary/pre-school education,Higher Education,Yes,No,0.3484516434659395,0.6813888888888889,Augmented,0.23239788776714465
774,Nursing Attendant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,-0.4413828025834359,0.5907306763285024,Isolated,-0.3343927839934498
775,Nutrition Program Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,1.3739495407622582,0.6622222222222222,Augmented,0.942682046022994
776,Nutritional Product Developer,Manufacturing,Manufacture of other food products,Higher Education,Yes,No,1.3739495407622582,0.6622222222222222,Augmented,0.942682046022994
777,Occupational Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,-0.5134808423859277,0.5629166666666666,Isolated,-0.40329641162394747
778,Off-Highway Dump Truck (Rigid) Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,-1.100644052209415,0.6174999999999999,Protected,-0.8043873614897142
779,Office Receptionist,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,1.0117367283079466,0.4713888888888888,Displaced,0.8872369031300521
