,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC
795,Painting Restorer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,2651.0,2651,27-1013
796,Pantry Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9412.0,9412,35-9099 
797,Paper Mache Maker,Manufacturing                                                ,Manufacture of paper and paper products,Not Higher Education,No,No,8143.0,8143,51-9196 
798,Park and Garden Rangers,Administrative and Support Service Activities,Landscape care and maintenance service activities,Not Higher Education,No,No,6211.0,6210 p,33-9099
799,Park Sweeper,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,9613.0,9613,37-3019
800,Parking Valet,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9629.0,9629,53-6021
801,Passenger Bus Driver,Transportation and Storage,Transport via buses,Not Higher Education,No,No,8331.0,8331,53-4041
802,Passenger Services Agent,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,No,4221.0,4221,43-4181
803,Pastoral Support Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093
804,Pastry Baker,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,7512.0,7512,51-3011
805,Pathology Lab Assistant,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3212.0,3212,29-2012
806,Patient Care Assistant,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,5321.0,5321,31-1014 
807,Patient Service Associate,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,4226.0,4226,43-4171
808,Paver Operator,Construction,Construction of roads and railways,Not Higher Education,No,No,7112.0,7112,49-9045
809,Payroll Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082
810,Payroll Clerk,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,4312.0,4312,43-9041 
811,Performance and Rewards Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,4416.0,4416,43-4161 
812,Performance Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,3314.0,3314,43-9111
813,Performance Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,4416.0,4416,43-4161 
814,Personal Care Aide,Human Health and Social Work Activities,"Other residential care activities, n.e.c.",Not Higher Education,No,No,5321.0,5321,31-1014 
815,Pest Management Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,Yes,3142.0,3142,19-4011
816,Pest-Control Technician,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,3142.0,3142,19-4011
817,Pharmaceutical Laboratory Analyst,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,3213.0,3213,29-2052
818,Pharmaceutical Machine Operator,Manufacturing                                                ,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Not Higher Education,No,No,8131.0,8131,51-9195 
819,Pharmacy Assistant,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,3213.0,3213,29-2052
820,Philosophy Academic Content Writer,Education,Other Education,Higher Education,No,No,2641.0,2641,27-3043
821,Philosophy and Ethics Instructor,Education,Higher education,Higher Education,No,No,2310.0,2310,25-1199
822,Photo Editing Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,8132.0,8132,51-9151
823,Photographer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,3431.0,3431,27-4021
824,Physics Lab Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3111.0,3111,19-4099
825,Piano Accompanist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
826,Picture Restorer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,2651.0,2651,27-1013
827,Pili Processor,Manufacturing                                                ,Processing and preserving of fruits and vegetables,Not Higher Education,No,No,6117.0,6112,45-2091
828,Pipe Welder (SAW),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
829,Pipefitter,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,7126.0,7126,47-2152
830,Planetarium Assistant,Education,Educational support services,Higher Education,No,Yes,3119.0,3119,53-6041
831,Plant Maintenance Mechanic,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution, Manufacture of gas; distribution of gaseous fuels through mains",Not Higher Education,No,No,7233.0,7233,49-9081
832,Plant Process Operator,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,3134.0,3134,53-7072
833,Plant Propagator,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,6118.0,6113,45-2091
834,Plant Tissue Culture Laboratory Technician,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,3141.0,3141,19-4091
835,Plate Welder (FCAW),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
836,Plate Welder (GMAW),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
837,Plumber,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,7126.0,7126,47-2152
838,Police Officer,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,5412.0,5412,33-3052
839,Policy Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2422.0,2422,13-1199
840,Policy Support Officer – Islamic Affairs,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,2421.0,2421,13-1111
841,Political Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2633.0,2633,19-3099
842,Political Risk Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2633.0,2633,19-3099
843,Pollution Control Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,2133.0,2133,19-2041 
844,Pollution Control Officer (Manufacturing),Manufacturing                                                ,Manufacture of basic chemicals,Higher Education,No,No,2263.0,2263,29-9011 
845,Pollution Control Technician,"Water Supply; Sewerage, Waste Management and Remediation     ",Sewerage                                                                    ,Higher Education,No,Yes,2143.0,2143,17-2081
846,Pool Lifeguards,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,5419.0,5419,43-5031
847,Population Data Scientist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2124.0,2120,19-3022
848,Port Operations Assistant,Transportation and Storage,"Sea and coastal water transport, Inland water transport",Higher Education,No,Yes,4321.0,4321,43-5111
849,Post-Harvest Workers,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Not Higher Education,No,No,9211.0,9211,45-2099
850,Postproduction Assistant,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,2654.0,2654,27-4032 
851,Poultry Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,6124.0,6122 p,45-2093
852,Poultry Processing Specialist,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,3142.0,3142,19-4011
853,Preschool Teacher,Education,Pre-primary education,Higher Education,Yes,No,2342.0,2342,25-2012
854,Preschool Teaching Aide,Education,Pre-primary education,Higher Education,No,Yes,5312.0,5312,25-9041 
855,Press Worker,Manufacturing                                                ,Printing and service activities related to printing,Not Higher Education,No,No,7322.0,7322,51-5112
856,Presser (Hand or Machine),Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,8157.0,8157,51-6011
857,Process Chemistry Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,Yes,No,3133.0,3133,51-8091
858,Process Design Engineer (Licensed),Manufacturing                                                ,Manufacture of general purpose machinery,Higher Education,Yes,No,2145.0,2145,17-2041
