IDENTIFIER,REGION,SECTOR,SUBSECTOR,JOB REQUIREMENT,PROGRAM,TYPE,TASK + UC
"REGION_VII|ELECTRICAL & ELECTRONICS|ELECTRICAL AND ELECTRONICS|MACHINES OPERATOR, WELDER/FABRICATOR, MECHANICAL TECHNICIAN, CAD/CAM OPERATOR, CNC LATHE PROGRAMMER, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR|DIPLOMA PROGRAM IN ELECTRICAL TECHNOLOGY|Diploma Programs|ELECTRICIAN
INSTALL, MAINTAIN, AND REPAIR ELECTRICAL WIRING AND SYSTEMS
READ AND INTERPRET ELECTRICAL BLUEPRINTS AND SCHEMATICS
ENSURE COMPLIANCE WITH ELECTRICAL CODES AND SAFETY STANDARDS
TROUBLESHOOT AND REPAIR ELECTRICAL FAULTS IN RESIDENTIAL, COMMERCIAL, OR INDUSTRIAL SETTINGS
INSTALL CIRCUIT BREAKERS, OUTLETS, SWITCHES, AND LIGHTING FIXTURES
PERFORM PREVENTIVE MAINTENANCE ON ELECTRICAL SYSTEMS
TEST ELECTRICAL SYSTEMS USING APPROPRIATE TOOLS (E.G., MULTIMETER, CLAMP METER)
REFRIGERATION AND AIR CONDITIONING (REF & AIRCON) TECHNICIAN
INSTALL AND SERVICE REFRIGERATION AND AIR CONDITIONING SYSTEMS
DIAGNOSE AND REPAIR FAULTS IN HVAC UNITS AND REFRIGERATION EQUIPMENT
PERFORM PREVENTIVE MAINTENANCE, INCLUDING FILTER CLEANING AND REFRIGERANT CHECKS
ENSURE PROPER REFRIGERANT HANDLING AND RECOVERY PROCEDURES
CALIBRATE AND TEST SYSTEM PERFORMANCE USING PRESSURE GAUGES AND LEAK DETECTORS
INTERPRET WIRING DIAGRAMS AND MECHANICAL SCHEMATICS
COMPLY WITH ENVIRONMENTAL AND SAFETY REGULATIONS IN HANDLING REFRIGERANTS
ELECTRICAL TECHNICIAN
ASSIST IN THE INSTALLATION AND MAINTENANCE OF ELECTRICAL SYSTEMS
CONDUCT ELECTRICAL TESTING AND TROUBLESHOOTING
FABRICATE AND ASSEMBLE ELECTRICAL PANELS AND WIRING CONNECTIONS
MAINTAIN ELECTRICAL TOOLS AND EQUIPMENT
SUPPORT ENGINEERS AND ELECTRICIANS IN WIRING INSTALLATION AND REPAIRS
READ TECHNICAL DRAWINGS AND ELECTRICAL DIAGRAMS
PERFORM ROUTINE INSPECTIONS AND DOCUMENT FINDINGS
AUTOMATION TECHNICIAN
INSTALL, MAINTAIN, AND TROUBLESHOOT AUTOMATION SYSTEMS AND INDUSTRIAL CONTROLS
PROGRAM AND CONFIGURE PLC (PROGRAMMABLE LOGIC CONTROLLERS) AND HMI (HUMAN-MACHINE INTERFACE) SYSTEMS
CALIBRATE AND TEST SENSORS, ACTUATORS, AND INDUSTRIAL AUTOMATION DEVICES
ENSURE PROPER WIRING AND CONNECTIVITY OF AUTOMATED MACHINERY
WORK WITH ENGINEERS TO DESIGN AUTOMATION SOLUTIONS
PERFORM DIAGNOSTICS AND PREVENTIVE MAINTENANCE ON ROBOTIC AND AUTOMATED EQUIPMENT
IMPLEMENT SAFETY MEASURES FOR AUTOMATED SYSTEMS
CAD OPERATOR
DEVELOP 2D AND 3D TECHNICAL DRAWINGS USING CAD SOFTWARE (E.G., AUTOCAD, SOLIDWORKS)
INTERPRET AND TRANSLATE SKETCHES OR SPECIFICATIONS INTO DETAILED DESIGNS
MODIFY AND UPDATE EXISTING DRAWINGS BASED ON CLIENT OR ENGINEER FEEDBACK
ENSURE DRAWINGS COMPLY WITH INDUSTRY STANDARDS AND PROJECT REQUIREMENTS
COORDINATE WITH ENGINEERS, ARCHITECTS, AND PROJECT MANAGERS FOR REVISIONS
MAINTAIN DRAWING FILES AND DOCUMENTATION FOR PROJECT RECORDS
ASSIST IN CREATING SCHEMATICS FOR ELECTRICAL, MECHANICAL, OR CIVIL PROJECTS
ASSISTANT SUPERVISOR
SUPPORT THE SUPERVISOR IN MANAGING DAILY OPERATIONS AND TEAM COORDINATION
MONITOR AND REPORT PROJECT OR PRODUCTION PROGRESS
ASSIST IN WORKFORCE SCHEDULING AND DELEGATION OF TASKS
ENSURE COMPLIANCE WITH SAFETY AND QUALITY STANDARDS
TRAIN AND MENTOR JUNIOR STAFF
HANDLE MINOR DISCIPLINARY ACTIONS AND PERFORMANCE ASSESSMENTS
COORDINATE WITH OTHER DEPARTMENTS FOR OPERATIONAL EFFICIENCY
ASSISTANT TRAINER
ASSIST IN DEVELOPING AND DELIVERING TRAINING MODULES FOR STUDENTS OR EMPLOYEES
CONDUCT HANDS-ON DEMONSTRATIONS AND PRACTICAL EXERCISES
EVALUATE TRAINEES’ SKILLS AND PROVIDE FEEDBACK
MAINTAIN TRAINING MATERIALS, TOOLS, AND EQUIPMENT
SUPPORT LEAD TRAINERS IN CLASSROOM AND WORKSHOP SESSIONS
MONITOR TRAINEES’ PROGRESS AND REPORT ASSESSMENTS
ENSURE TRAINING PROGRAMS ALIGN WITH INDUSTRY AND CERTIFICATION STANDARDS
ENTREPRENEUR
DEVELOP AND IMPLEMENT BUSINESS PLANS AND STRATEGIES
MANAGE FINANCIAL ASPECTS, INCLUDING BUDGETING, PRICING, AND ACCOUNTING
CONDUCT MARKET RESEARCH AND IDENTIFY BUSINESS OPPORTUNITIES
OVERSEE DAILY OPERATIONS AND CUSTOMER RELATIONS
INNOVATE AND IMPROVE PRODUCTS OR SERVICES TO STAY COMPETITIVE
HANDLE SALES, MARKETING, AND PROMOTIONAL ACTIVITIES
ENSURE COMPLIANCE WITH LEGAL AND REGULATORY BUSINESS REQUIREMENTS",REGION_VII,ELECTRICAL & ELECTRONICS,ELECTRICAL AND ELECTRONICS,"MACHINES OPERATOR, WELDER/FABRICATOR, MECHANICAL TECHNICIAN, CAD/CAM OPERATOR, CNC LATHE PROGRAMMER, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR",DIPLOMA PROGRAM IN ELECTRICAL TECHNOLOGY,Diploma Programs,"ELECTRICIAN
INSTALL, MAINTAIN, AND REPAIR ELECTRICAL WIRING AND SYSTEMS
READ AND INTERPRET ELECTRICAL BLUEPRINTS AND SCHEMATICS
ENSURE COMPLIANCE WITH ELECTRICAL CODES AND SAFETY STANDARDS
TROUBLESHOOT AND REPAIR ELECTRICAL FAULTS IN RESIDENTIAL, COMMERCIAL, OR INDUSTRIAL SETTINGS
INSTALL CIRCUIT BREAKERS, OUTLETS, SWITCHES, AND LIGHTING FIXTURES
PERFORM PREVENTIVE MAINTENANCE ON ELECTRICAL SYSTEMS
TEST ELECTRICAL SYSTEMS USING APPROPRIATE TOOLS (E.G., MULTIMETER, CLAMP METER)
REFRIGERATION AND AIR CONDITIONING (REF & AIRCON) TECHNICIAN
INSTALL AND SERVICE REFRIGERATION AND AIR CONDITIONING SYSTEMS
DIAGNOSE AND REPAIR FAULTS IN HVAC UNITS AND REFRIGERATION EQUIPMENT
PERFORM PREVENTIVE MAINTENANCE, INCLUDING FILTER CLEANING AND REFRIGERANT CHECKS
ENSURE PROPER REFRIGERANT HANDLING AND RECOVERY PROCEDURES
CALIBRATE AND TEST SYSTEM PERFORMANCE USING PRESSURE GAUGES AND LEAK DETECTORS
INTERPRET WIRING DIAGRAMS AND MECHANICAL SCHEMATICS
COMPLY WITH ENVIRONMENTAL AND SAFETY REGULATIONS IN HANDLING REFRIGERANTS
ELECTRICAL TECHNICIAN
ASSIST IN THE INSTALLATION AND MAINTENANCE OF ELECTRICAL SYSTEMS
CONDUCT ELECTRICAL TESTING AND TROUBLESHOOTING
FABRICATE AND ASSEMBLE ELECTRICAL PANELS AND WIRING CONNECTIONS
MAINTAIN ELECTRICAL TOOLS AND EQUIPMENT
SUPPORT ENGINEERS AND ELECTRICIANS IN WIRING INSTALLATION AND REPAIRS
READ TECHNICAL DRAWINGS AND ELECTRICAL DIAGRAMS
PERFORM ROUTINE INSPECTIONS AND DOCUMENT FINDINGS
AUTOMATION TECHNICIAN
INSTALL, MAINTAIN, AND TROUBLESHOOT AUTOMATION SYSTEMS AND INDUSTRIAL CONTROLS
PROGRAM AND CONFIGURE PLC (PROGRAMMABLE LOGIC CONTROLLERS) AND HMI (HUMAN-MACHINE INTERFACE) SYSTEMS
CALIBRATE AND TEST SENSORS, ACTUATORS, AND INDUSTRIAL AUTOMATION DEVICES
ENSURE PROPER WIRING AND CONNECTIVITY OF AUTOMATED MACHINERY
WORK WITH ENGINEERS TO DESIGN AUTOMATION SOLUTIONS
PERFORM DIAGNOSTICS AND PREVENTIVE MAINTENANCE ON ROBOTIC AND AUTOMATED EQUIPMENT
IMPLEMENT SAFETY MEASURES FOR AUTOMATED SYSTEMS
CAD OPERATOR
DEVELOP 2D AND 3D TECHNICAL DRAWINGS USING CAD SOFTWARE (E.G., AUTOCAD, SOLIDWORKS)
INTERPRET AND TRANSLATE SKETCHES OR SPECIFICATIONS INTO DETAILED DESIGNS
MODIFY AND UPDATE EXISTING DRAWINGS BASED ON CLIENT OR ENGINEER FEEDBACK
ENSURE DRAWINGS COMPLY WITH INDUSTRY STANDARDS AND PROJECT REQUIREMENTS
COORDINATE WITH ENGINEERS, ARCHITECTS, AND PROJECT MANAGERS FOR REVISIONS
MAINTAIN DRAWING FILES AND DOCUMENTATION FOR PROJECT RECORDS
ASSIST IN CREATING SCHEMATICS FOR ELECTRICAL, MECHANICAL, OR CIVIL PROJECTS
ASSISTANT SUPERVISOR
SUPPORT THE SUPERVISOR IN MANAGING DAILY OPERATIONS AND TEAM COORDINATION
MONITOR AND REPORT PROJECT OR PRODUCTION PROGRESS
ASSIST IN WORKFORCE SCHEDULING AND DELEGATION OF TASKS
ENSURE COMPLIANCE WITH SAFETY AND QUALITY STANDARDS
TRAIN AND MENTOR JUNIOR STAFF
HANDLE MINOR DISCIPLINARY ACTIONS AND PERFORMANCE ASSESSMENTS
COORDINATE WITH OTHER DEPARTMENTS FOR OPERATIONAL EFFICIENCY
ASSISTANT TRAINER
ASSIST IN DEVELOPING AND DELIVERING TRAINING MODULES FOR STUDENTS OR EMPLOYEES
CONDUCT HANDS-ON DEMONSTRATIONS AND PRACTICAL EXERCISES
EVALUATE TRAINEES’ SKILLS AND PROVIDE FEEDBACK
MAINTAIN TRAINING MATERIALS, TOOLS, AND EQUIPMENT
SUPPORT LEAD TRAINERS IN CLASSROOM AND WORKSHOP SESSIONS
MONITOR TRAINEES’ PROGRESS AND REPORT ASSESSMENTS
ENSURE TRAINING PROGRAMS ALIGN WITH INDUSTRY AND CERTIFICATION STANDARDS
ENTREPRENEUR
DEVELOP AND IMPLEMENT BUSINESS PLANS AND STRATEGIES
MANAGE FINANCIAL ASPECTS, INCLUDING BUDGETING, PRICING, AND ACCOUNTING
CONDUCT MARKET RESEARCH AND IDENTIFY BUSINESS OPPORTUNITIES
OVERSEE DAILY OPERATIONS AND CUSTOMER RELATIONS
INNOVATE AND IMPROVE PRODUCTS OR SERVICES TO STAY COMPETITIVE
HANDLE SALES, MARKETING, AND PROMOTIONAL ACTIVITIES
ENSURE COMPLIANCE WITH LEGAL AND REGULATORY BUSINESS REQUIREMENTS"
REGION_VII|ENERGY|EV CHARGING STATION OPERATION|CHARGING FACILITY MANAGER/SAFETY OFFICER|CHARGING FACILITY MANAGER/SAFETY OFFICER|New and Emerging|OVER-ALL SUPERVISION AND SAFETTY OF CHARGING FACILITIES AND OPERATION,REGION_VII,ENERGY,EV CHARGING STATION OPERATION,CHARGING FACILITY MANAGER/SAFETY OFFICER,CHARGING FACILITY MANAGER/SAFETY OFFICER,New and Emerging,OVER-ALL SUPERVISION AND SAFETTY OF CHARGING FACILITIES AND OPERATION
REGION_VII|ENERGY|EV CHARGING STATION OPERATION|CHARGING SERVICE PERSONNEL|CHARGING SERVICE PERSONNEL|New and Emerging|EVSE SAFE OPERATION,REGION_VII,ENERGY,EV CHARGING STATION OPERATION,CHARGING SERVICE PERSONNEL,CHARGING SERVICE PERSONNEL,New and Emerging,EVSE SAFE OPERATION
"REGION_VII|ENERGY|EV FLEET OPERATIONS (E.G. PUBLIC/PRIVATE TRANSPORT COOPERATIVES)|EV DRIVER|EV DRIVER|New and Emerging|OPERATION OF E-TRIKES, E-JEEPS, AND E-BUSES",REGION_VII,ENERGY,EV FLEET OPERATIONS (E.G. PUBLIC/PRIVATE TRANSPORT COOPERATIVES),EV DRIVER,EV DRIVER,New and Emerging,"OPERATION OF E-TRIKES, E-JEEPS, AND E-BUSES"
REGION_VII|ENERGY|EV MANUFACTURING|EV ELECTRICAL ASSEMBLY|AUTOMOTIVE ELECTRICAL ASSEMBLY NC III|With TR|PREPARATION OF WIRE HARNESSES AND ASSEMBLY OF EV ELECTRICAL SYSTEMS,REGION_VII,ENERGY,EV MANUFACTURING,EV ELECTRICAL ASSEMBLY,AUTOMOTIVE ELECTRICAL ASSEMBLY NC III,With TR,PREPARATION OF WIRE HARNESSES AND ASSEMBLY OF EV ELECTRICAL SYSTEMS
REGION_VII|ENERGY|EV SERVICING AND MAINTENANCE (FOR PRIVATE/PUBLIC VEHICLES)|EV ELECTRICAL SERVICE TECHNICIAN|AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II|With TR|MAINTENANCE AND REPAIR OF EV ELECTRICAL SYSTEMS,REGION_VII,ENERGY,EV SERVICING AND MAINTENANCE (FOR PRIVATE/PUBLIC VEHICLES),EV ELECTRICAL SERVICE TECHNICIAN,AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II,With TR,MAINTENANCE AND REPAIR OF EV ELECTRICAL SYSTEMS
REGION_VII|ENERGY|EV MANUFACTURING|EV MECHANICAL ASSEMBLY PERSONNEL|AUTOMOTIVE MECHANICAL ASSEMBLY NC II|With TR|ASSEMBLY OF EV MECAHNICAL SYSTEMS,REGION_VII,ENERGY,EV MANUFACTURING,EV MECHANICAL ASSEMBLY PERSONNEL,AUTOMOTIVE MECHANICAL ASSEMBLY NC II,With TR,ASSEMBLY OF EV MECAHNICAL SYSTEMS
REGION_VII|ENERGY|EV SERVICING AND MAINTENANCE (FOR PRIVATE/PUBLIC VEHICLES)|EV MECHANICAL SERVICE TECHNICIAN|AUTOMOTIVE SERVICING NC I|With TR|MAINTENANCE AND REPAIR OF EV MECHANICAL SYSTEMS,REGION_VII,ENERGY,EV SERVICING AND MAINTENANCE (FOR PRIVATE/PUBLIC VEHICLES),EV MECHANICAL SERVICE TECHNICIAN,AUTOMOTIVE SERVICING NC I,With TR,MAINTENANCE AND REPAIR OF EV MECHANICAL SYSTEMS
REGION_VII|ENERGY|EV MANUFACTURING|EV TEST TECHNICIAN|EV TEST TECHNICIAN|New and Emerging|QUALITY CONTROL TESTING OF EV ELECTRICAL AND MECHANICAL SYSTEMS,REGION_VII,ENERGY,EV MANUFACTURING,EV TEST TECHNICIAN,EV TEST TECHNICIAN,New and Emerging,QUALITY CONTROL TESTING OF EV ELECTRICAL AND MECHANICAL SYSTEMS
REGION_VII|ENERGY|EV MANUFACTURING|EVSE ELECTRICAL SUPPLY SYSTEM DESIGNER|EVSE ELECTRICAL SUPPLY SYSTEM DESIGNER|New and Emerging|DESIGN OF APPROPRIATE POWER SUPPLY SYSTEMS FOR EVSES,REGION_VII,ENERGY,EV MANUFACTURING,EVSE ELECTRICAL SUPPLY SYSTEM DESIGNER,EVSE ELECTRICAL SUPPLY SYSTEM DESIGNER,New and Emerging,DESIGN OF APPROPRIATE POWER SUPPLY SYSTEMS FOR EVSES
"REGION_VII|ENERGY|EV CHARGING EQUIPMENT, ASSEMBLY, INSTALLATION AND SALES|EVSE INSTALLATION TECHNICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|With TR|INSTALLATION OF POWER SUPPLY SYSTEMS AND EVSE EQUIPMENT, AS PER TECHNICAL DESIGN",REGION_VII,ENERGY,"EV CHARGING EQUIPMENT, ASSEMBLY, INSTALLATION AND SALES",EVSE INSTALLATION TECHNICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,"INSTALLATION OF POWER SUPPLY SYSTEMS AND EVSE EQUIPMENT, AS PER TECHNICAL DESIGN"
"REGION_VII|ENERGY|EV CHARGING STATION OPERATION|EVSE REPAIR AND MAINTENANCE|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|With TR|EVSE MAINTENANCE AND REPAIR, INCLUDING TROUBLESHOOTING OF POWER LINE, AS NEEDED",REGION_VII,ENERGY,EV CHARGING STATION OPERATION,EVSE REPAIR AND MAINTENANCE,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,"EVSE MAINTENANCE AND REPAIR, INCLUDING TROUBLESHOOTING OF POWER LINE, AS NEEDED"
"REGION_VII|ENERGY|SOLAR|SOLAR INSTALLER|PV SYSTEMS INSTALLATION NC II|With TR|PERFORM SITE ASSESSMENT
CHECK PV COMPONENTS/ MATERIALS COMPLIANCE
INSTALL PV SYSTEM
PERFORM PV SYSTEM COMMISSIONING",REGION_VII,ENERGY,SOLAR,SOLAR INSTALLER,PV SYSTEMS INSTALLATION NC II,With TR,"PERFORM SITE ASSESSMENT
CHECK PV COMPONENTS/ MATERIALS COMPLIANCE
INSTALL PV SYSTEM
PERFORM PV SYSTEM COMMISSIONING"
REGION_VII|ENERGY|EV CHARGING STATION OPERATION|TECHNICAL SUPPORT ASSOCIATE (FOE SELF-SERVICE CHARGING)|TECHNICAL SUPPORT ASSOCIATE (FOE SELF-SERVICE CHARGING)|New and Emerging|ORIENTATION SUPPORT FOR EV OWNERS AND/OR DRIVERS ON EVSE USE,REGION_VII,ENERGY,EV CHARGING STATION OPERATION,TECHNICAL SUPPORT ASSOCIATE (FOE SELF-SERVICE CHARGING),TECHNICAL SUPPORT ASSOCIATE (FOE SELF-SERVICE CHARGING),New and Emerging,ORIENTATION SUPPORT FOR EV OWNERS AND/OR DRIVERS ON EVSE USE
REGION_VII|ENERGY|DESIGNATED ESTABLISHMENTS|TECHNICAL SUPPORT STAFF OF CERTIFIED ENERGY MANAGER|ENERGY EFFICIENCY AND CONSERVATION LEVEL III|With CS|ASSIST THE CEM IN THE IMPLEMENTATION OF ENERGY EFFIECIENCY AND CONSERVATION PROGRAM,REGION_VII,ENERGY,DESIGNATED ESTABLISHMENTS,TECHNICAL SUPPORT STAFF OF CERTIFIED ENERGY MANAGER,ENERGY EFFICIENCY AND CONSERVATION LEVEL III,With CS,ASSIST THE CEM IN THE IMPLEMENTATION OF ENERGY EFFIECIENCY AND CONSERVATION PROGRAM
"REGION_VII|FURNITURE AND FIXTURES|DESIGN AND CREATIVE DOMAIN|MACHINES OPERATOR, FURNITURE MAKER/ASSEMBLER, FURNITURE FINISHER, CABINET MAKER/ASSEMBLER, CAD OPERATOR, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR|DIPLOMA PROGRAM IN FURNITURE MAKING TECHNOLOGY|Diploma Programs|1. MACHINE OPERATOR
• OPERATE AND MONITOR PRODUCTION MACHINES
• PERFORM ROUTINE MAINTENANCE AND BASIC TROUBLESHOOTING
• ENSURE QUALITY CONTROL OF PRODUCED PARTS
2. FURNITURE MAKER/ASSEMBLER
• CUT, SHAPE, AND ASSEMBLE WOOD OR OTHER MATERIALS INTO FURNITURE
• READ AND INTERPRET DESIGN BLUEPRINTS
• USE HAND AND POWER TOOLS FOR PRECISE ASSEMBLY
3. FURNITURE FINISHER
• SAND, STAIN, AND APPLY FINISHES TO FURNITURE SURFACES
• REPAIR AND TOUCH UP DAMAGED FURNITURE PIECES
• ENSURE SMOOTH AND EVEN COATING FOR DURABILITY AND AESTHETICS
4. CABINET MAKER/ASSEMBLER
• MEASURE, CUT, AND ASSEMBLE CABINET COMPONENTS
• INSTALL HINGES, HANDLES, AND OTHER HARDWARE
• READ AND FOLLOW DETAILED TECHNICAL DRAWINGS
5. CAD OPERATOR
• CREATE AND MODIFY 2D AND 3D TECHNICAL DRAWINGS
• ENSURE DESIGNS MEET SPECIFICATIONS AND INDUSTRY STANDARDS
• COORDINATE WITH ENGINEERS AND DESIGNERS FOR REVISIONS
6. CNC MILLING PROGRAMMER
• DEVELOP AND INPUT CNC PROGRAMS FOR MILLING OPERATIONS
• SET UP AND OPERATE CNC MILLING MACHINES
• ENSURE PRECISION AND QUALITY OF MACHINED PARTS
7. ASSISTANT SUPERVISOR
• ASSIST IN OVERSEEING TEAM OPERATIONS AND WORKFLOW
• ENSURE ADHERENCE TO SAFETY AND QUALITY STANDARDS
• SUPPORT EMPLOYEE TRAINING AND PERFORMANCE MONITORING
8. ASSISTANT TRAINER
• ASSIST IN DELIVERING TECHNICAL TRAINING AND HANDS-ON DEMONSTRATIONS
• EVALUATE TRAINEES’ PROGRESS AND PROVIDE FEEDBACK
• MAINTAIN TRAINING MATERIALS AND EQUIPMENT
9. ENTREPRENEUR
• DEVELOP AND IMPLEMENT BUSINESS STRATEGIES
• MANAGE FINANCES, SALES, AND CUSTOMER RELATIONS
• INNOVATE AND IMPROVE PRODUCTS/SERVICES FOR MARKET COMPETITIVENESS",REGION_VII,FURNITURE AND FIXTURES,DESIGN AND CREATIVE DOMAIN,"MACHINES OPERATOR, FURNITURE MAKER/ASSEMBLER, FURNITURE FINISHER, CABINET MAKER/ASSEMBLER, CAD OPERATOR, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR",DIPLOMA PROGRAM IN FURNITURE MAKING TECHNOLOGY,Diploma Programs,"1. MACHINE OPERATOR
• OPERATE AND MONITOR PRODUCTION MACHINES
• PERFORM ROUTINE MAINTENANCE AND BASIC TROUBLESHOOTING
• ENSURE QUALITY CONTROL OF PRODUCED PARTS
2. FURNITURE MAKER/ASSEMBLER
• CUT, SHAPE, AND ASSEMBLE WOOD OR OTHER MATERIALS INTO FURNITURE
• READ AND INTERPRET DESIGN BLUEPRINTS
• USE HAND AND POWER TOOLS FOR PRECISE ASSEMBLY
3. FURNITURE FINISHER
• SAND, STAIN, AND APPLY FINISHES TO FURNITURE SURFACES
• REPAIR AND TOUCH UP DAMAGED FURNITURE PIECES
• ENSURE SMOOTH AND EVEN COATING FOR DURABILITY AND AESTHETICS
4. CABINET MAKER/ASSEMBLER
• MEASURE, CUT, AND ASSEMBLE CABINET COMPONENTS
• INSTALL HINGES, HANDLES, AND OTHER HARDWARE
• READ AND FOLLOW DETAILED TECHNICAL DRAWINGS
5. CAD OPERATOR
• CREATE AND MODIFY 2D AND 3D TECHNICAL DRAWINGS
• ENSURE DESIGNS MEET SPECIFICATIONS AND INDUSTRY STANDARDS
• COORDINATE WITH ENGINEERS AND DESIGNERS FOR REVISIONS
6. CNC MILLING PROGRAMMER
• DEVELOP AND INPUT CNC PROGRAMS FOR MILLING OPERATIONS
• SET UP AND OPERATE CNC MILLING MACHINES
• ENSURE PRECISION AND QUALITY OF MACHINED PARTS
7. ASSISTANT SUPERVISOR
• ASSIST IN OVERSEEING TEAM OPERATIONS AND WORKFLOW
• ENSURE ADHERENCE TO SAFETY AND QUALITY STANDARDS
• SUPPORT EMPLOYEE TRAINING AND PERFORMANCE MONITORING
8. ASSISTANT TRAINER
• ASSIST IN DELIVERING TECHNICAL TRAINING AND HANDS-ON DEMONSTRATIONS
• EVALUATE TRAINEES’ PROGRESS AND PROVIDE FEEDBACK
• MAINTAIN TRAINING MATERIALS AND EQUIPMENT
9. ENTREPRENEUR
• DEVELOP AND IMPLEMENT BUSINESS STRATEGIES
• MANAGE FINANCES, SALES, AND CUSTOMER RELATIONS
• INNOVATE AND IMPROVE PRODUCTS/SERVICES FOR MARKET COMPETITIVENESS"
"REGION_VII|GARMENTS|GARMENTS|FASHION DESIGNER (APPAREL)|FASHION DESIGN (APPAREL) NC III|With TR|ANALYZE CURRENT TRENDS, MARKET DEMANDS, AND CONSUMER PREFERENCES TO INFORM DESIGN DIRECTION; 
DEVELOP THEME AND CONCEPTS THAT REFLECT THE BRAND'S VISION AND MARKET POSITION;
RODUCE HAND-DRAWN OR DIGITAL ILLUSTRATIONS TO VISUALIZE NEW DESIGNS AND GARMENT DETAILS;
CHOOSE FABRICS, COLORS, ACCESSORIES, AND TRIMS THAT ALIGN WITH THE DESIGN CONCEPT AND FUNCTIONAL REQUIREMENTS;
PREPARE TECH PACKS, PATTERN GUIDELINES, AND SIZING SPECIFICATIONS FOR SAMPLE CREATION",REGION_VII,GARMENTS,GARMENTS,FASHION DESIGNER (APPAREL),FASHION DESIGN (APPAREL) NC III,With TR,"ANALYZE CURRENT TRENDS, MARKET DEMANDS, AND CONSUMER PREFERENCES TO INFORM DESIGN DIRECTION; 
DEVELOP THEME AND CONCEPTS THAT REFLECT THE BRAND'S VISION AND MARKET POSITION;
RODUCE HAND-DRAWN OR DIGITAL ILLUSTRATIONS TO VISUALIZE NEW DESIGNS AND GARMENT DETAILS;
CHOOSE FABRICS, COLORS, ACCESSORIES, AND TRIMS THAT ALIGN WITH THE DESIGN CONCEPT AND FUNCTIONAL REQUIREMENTS;
PREPARE TECH PACKS, PATTERN GUIDELINES, AND SIZING SPECIFICATIONS FOR SAMPLE CREATION"
"REGION_VII|HUMAN HEALTH / HEALTH CARE|HEALTH CARE FACILITIES|AMBULANCE CARE ASSISTANT
EMERGENCY MEDICAL TECHNICIAN
FIRST AID ATTENDANTS
MEDICAL FIRST RESPONDER|EMERGENCY MEDICAL SERVICES NC II|With TR|(ALL COVERED IN TR)",REGION_VII,HUMAN HEALTH / HEALTH CARE,HEALTH CARE FACILITIES,"AMBULANCE CARE ASSISTANT
EMERGENCY MEDICAL TECHNICIAN
FIRST AID ATTENDANTS
MEDICAL FIRST RESPONDER",EMERGENCY MEDICAL SERVICES NC II,With TR,(ALL COVERED IN TR)
"REGION_VII|HUMAN HEALTH / HEALTH CARE|HEALTH CARE FACILITIES|AMBULANCE CARE ASSISTANT
EMERGENCY MEDICAL TECHNICIAN
FIRST AID ATTENDANTS
MEDICAL FIRST RESPONDER|EMERGENCY MEDICAL SERVICES NC III|With TR|(ALL COVERED IN TR)",REGION_VII,HUMAN HEALTH / HEALTH CARE,HEALTH CARE FACILITIES,"AMBULANCE CARE ASSISTANT
EMERGENCY MEDICAL TECHNICIAN
FIRST AID ATTENDANTS
MEDICAL FIRST RESPONDER",EMERGENCY MEDICAL SERVICES NC III,With TR,(ALL COVERED IN TR)
REGION_VII|HUMAN HEALTH / HEALTH CARE|PRIMARY CARE FACILITIES|BARANGAY NUTRITION SCHOLARS|COMMUNITY NUTRITION SERVICES NC II|With TR|(ALL COVERED IN TR),REGION_VII,HUMAN HEALTH / HEALTH CARE,PRIMARY CARE FACILITIES,BARANGAY NUTRITION SCHOLARS,COMMUNITY NUTRITION SERVICES NC II,With TR,(ALL COVERED IN TR)
REGION_VII|HUMAN HEALTH / HEALTH CARE|HEALTH CARE FACILITIES|BIOMED TECHNICIANS|BIOMEDICAL EQUIPMENT SERVICING NC II|With TR|(ALL COVERED IN TR),REGION_VII,HUMAN HEALTH / HEALTH CARE,HEALTH CARE FACILITIES,BIOMED TECHNICIANS,BIOMEDICAL EQUIPMENT SERVICING NC II,With TR,(ALL COVERED IN TR)
REGION_VII|HUMAN HEALTH / HEALTH CARE|HEALTH CARE FACILITIES|CAREGIVER ASSISTANTS|CAREGIVING (CLIENTS WITH SPECIAL NEEDS) NC II|With TR|(ALL COVERED IN TR),REGION_VII,HUMAN HEALTH / HEALTH CARE,HEALTH CARE FACILITIES,CAREGIVER ASSISTANTS,CAREGIVING (CLIENTS WITH SPECIAL NEEDS) NC II,With TR,(ALL COVERED IN TR)
