Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC,AIOE,major_minor
Motion Graphics Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2651.0,2651,27-1013,-0.673807460441017,27
Motorcycle/Small Engine Mechanic,Manufacturing                                                ,Manufacture of motor vehicles,Not Higher Education,No,No,7231.0,7231,49-3093,-1.6626591703110543,49
Motor-Grader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,47-5022,-1.2533360568016358,47
Multilateral Affairs Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2422.0,2422,13-1199,0.437657911612694,13
Multimedia Designer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2166.0,2166,27-1024,0.6558359528610636,27
Multimedia Journalist,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,2642.0,2642,27-3041 ,1.0358423916827189,27
Municipal Fisherman,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,6221.0,6221 p,45-3031,-1.4690113547007615,45
Municipal Services Clerk,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,4110.0,4110,43-9061 ,0.8956086195344649,43
Museum Curator,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,2621.0,2621,25-4012,0.641460704726019,25
Museum Guide,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,5113.0,5113,39-7012,0.37645664910699317,39
Museum Program Assistant,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,3433.0,3433,27-1012 ,-0.9646161941936396,27
Museum Researcher,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,2621.0,2621,25-4012,0.641460704726019,25
Museum Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,3433.0,3433,27-1012 ,-0.9646161941936396,27
Museums / Zoos / Aquariums Personnel,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,3433.0,3433,27-1012 ,-0.9646161941936396,27
Music Arranger Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2652.0,2652,27-2042,-0.13514658589602044,27
Music Production Assistant,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,3521.0,3521,27-4099 ,0.6558359528610636,27
Music Teacher (Choral Director),Education,Other education services,Higher Education,Yes,No,2354.0,2354,25-3021,0.4295920713782472,25
Nail Technician,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,5142.0,5142,39-5094,-0.2689427099948295,39
Natural Resource Planner,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2133.0,2133,19-2041 ,1.317259559340737,19
Natural Resources Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3115.0,3115,17-3029,-0.12412771245194032,17
Network Cabling Technician,Manufacturing                                                ,Manufacture of communication equipment,Not Higher Education,No,Yes,3513.0,3513,15-1152 ,1.388784111523391,15
Network Operations Technician,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,3513.0,3513,15-1152 ,1.388784111523391,15
News Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,3521.0,3521,27-4099 ,0.6558359528610636,27
News Reporter,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,2642.0,2642,27-3041 ,1.0358423916827189,27
Newsroom Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,5221.0,5221,11-1021,0.9423290772346642,11
Nurse Anaesthetist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2221.0,2221,29-1171 ,0.18706776169459535,29
Nursery Teacher,Education,Pre-primary/pre-school education,Higher Education,Yes,No,2342.0,2342,25-2012,0.26641666982320217,25
Nursing Attendant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,5321.0,5321,31-1014 ,-0.5333720364723773,31
Nutrition Program Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,2265.0,2265,29-1031,1.3048388868965093,29
Nutritional Product Developer,Manufacturing                                                ,Manufacture of other food products,Higher Education,Yes,No,2265.0,2265,29-1031,1.3048388868965093,29
Occupational Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3259.0,3259,31-9099,-0.6063787257456854,31
Off-Highway Dump Truck (Rigid) Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8332.0,8332,53-3032,-1.2009419361981832,53
Office Receptionist,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,4226.0,4226,43-4171,0.9380611170416764,43
Oil and Gas Field Technician,Mining and Quarrying,"Extraction of crude petroleum, Extraction of natural gas",Higher Education,No,Yes,3116.0,3116,17-3029,-0.12412771245194032,17
Oil Palm Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091,-1.25411250441255,45
Online Store Executive Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail Sale via Mail Order Houses or via Internet,Higher Education,No,Yes,5222.0,5222,41-1011,-0.08129849969600597,41
Operating Theatre Nurse,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2221.0,2221,29-1171 ,0.18706776169459535,29
Operations Assistant,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,3343.0,3343,43-6011,0.9869789708672666,43
Operations Support Analyst,"Professional, Scientific and Technical Activities",Management consultancy activities,Higher Education,No,No,2121.0,2120,19-3022,1.4096937817690525,19
Optician,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,2267.0,2267,29-1041,0.4991982078368139,29
Orchestra Violinist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042,-0.13514658589602044,27
Organic Vegetable Farmer,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,6130.0,6130,45-2091,-1.25411250441255,45
Organizational Development Specialist (OD),Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
Orthopaedic Physical Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2264.0,2264,29-1128,-0.12424117295116499,29
Orthotic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,3214.0,3214,51-9082 ,-0.5991104850042395,51
Orthotic/Prosthetic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3214.0,3214,51-9082 ,-0.5991104850042395,51
Packagers,"Agriculture, Forestry, and Fishing",Post-harvest crop activities or packaging food products,Not Higher Education,No,No,9321.0,9321,53-7064,-1.665935431646629,53
Painter,Construction,Building completion and finishing,Not Higher Education,No,No,7131.0,7131,47-2142,-1.8408306399292644,47
Painting Restorer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,2651.0,2651,27-1013,-0.673807460441017,27
Pantry Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9412.0,9412,35-9099 ,-0.7211067382646418,35
Paper Mache Maker,Manufacturing                                                ,Manufacture of paper and paper products,Not Higher Education,No,No,8143.0,8143,51-9196 ,-0.9810092107462448,51
Park and Garden Rangers,Administrative and Support Service Activities,Landscape care and maintenance service activities,Not Higher Education,No,No,6211.0,6210 p,33-9099,-0.02362432238921929,33
Park Sweeper,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,9613.0,9613,37-3019,-0.6341706741709909,37
Parking Valet,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9629.0,9629,53-6021,-0.9420404982909311,53
Passenger Bus Driver,Transportation and Storage,Transport via buses,Not Higher Education,No,No,8331.0,8331,53-4041,-0.7455872433774081,53
Passenger Services Agent,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,No,4221.0,4221,43-4181,0.12839021508751947,43
Pastoral Support Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093,0.7040484605627692,21
Pastry Baker,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,7512.0,7512,51-3011,-0.48867104164824,51
Pathology Lab Assistant,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3212.0,3212,29-2012,-0.48497200740066854,29
Patient Care Assistant,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,5321.0,5321,31-1014 ,-0.5333720364723773,31
Patient Service Associate,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,4226.0,4226,43-4171,0.9380611170416764,43
Paver Operator,Construction,Construction of roads and railways,Not Higher Education,No,No,7112.0,7112,49-9045,-1.347168577400001,49
Payroll Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082,1.2928140179594079,13
Payroll Clerk,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,4312.0,4312,43-9041 ,0.9887666322425293,43
