,,,,,,,,,,,,,,,,,,
"Importing 1
(Identifier from Pooling)
[Region|Province|Sector|Sub|Job|Program|Type|Rank]",Region,Province,Sector,Sub-sector,Job Requirement,Programs,"Program
Type","Priority
Ranking
(Province)",,Year 2,,,,,Year 3,,,
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER 
2.HOTEL RECEPTIONIST/FRONT DESK AGENT
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER
5.EVENT COORDINATOR/EVENT ASSISTANT|DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT|DIPLOMA PROGRAMS|",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,"1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER 
2.HOTEL RECEPTIONIST/FRONT DESK AGENT
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER
5.EVENT COORDINATOR/EVENT ASSISTANT",DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT,DIPLOMA PROGRAMS,,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER 
2.HOTEL RECEPTIONIST/FRONT DESK AGENT
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER
5.EVENT COORDINATOR/EVENT ASSISTANT|DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT|DIPLOMA PROGRAMS|HIGH",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,"1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER 
2.HOTEL RECEPTIONIST/FRONT DESK AGENT
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER
5.EVENT COORDINATOR/EVENT ASSISTANT",DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT,DIPLOMA PROGRAMS,HIGH,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER 
2.HOTEL RECEPTIONIST/FRONT DESK AGENT
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER
5.EVENT COORDINATOR/EVENT ASSISTANT|DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT|DIPLOMA PROGRAMS|LOW",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,"1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER 
2.HOTEL RECEPTIONIST/FRONT DESK AGENT
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER
5.EVENT COORDINATOR/EVENT ASSISTANT",DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT,DIPLOMA PROGRAMS,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|AUTO TECHNICIANS|AUTOMOTIVE SERVICING NC I|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,AUTO TECHNICIANS,AUTOMOTIVE SERVICING NC I,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|BELL MAN|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BELL MAN,FRONT OFFICE SERVICES NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|BOILER TECHNICIANS|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BOILER TECHNICIANS,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|BUSINESS CLERK|FRONT OFFICE SERVICES NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BUSINESS CLERK,FRONT OFFICE SERVICES NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|CONCIERGE|FRONT OFFICE SERVICES NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,CONCIERGE,FRONT OFFICE SERVICES NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|CUSTOMER SERVICE|HOUSEKEEPING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,CUSTOMER SERVICE,HOUSEKEEPING NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|DOOR MAN|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,DOOR MAN,FRONT OFFICE SERVICES NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|FRONT OFFICE MANAGER|FRONT OFFICE SERVICES NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,FRONT OFFICE MANAGER,FRONT OFFICE SERVICES NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|GUEST RELATION OFFICER|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,GUEST RELATION OFFICER,FRONT OFFICE SERVICES NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|HANDYMAN|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HANDYMAN,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|HOTEL MANAGER|DIPLOMA PROGRAM IN HOTEL AND RESTAURANT TECHNOLOGY|DIPLOMA PROGRAMS|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HOTEL MANAGER,DIPLOMA PROGRAM IN HOTEL AND RESTAURANT TECHNOLOGY,DIPLOMA PROGRAMS,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|HOUSEKEEPER / SECTION HEAD|FRONT OFFICE SERVICES NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HOUSEKEEPER / SECTION HEAD,FRONT OFFICE SERVICES NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|LAUNDRY TECHNICIANS|HOUSEKEEPING NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LAUNDRY TECHNICIANS,HOUSEKEEPING NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|LINEN ATTENDANT|HOUSEKEEPING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LINEN ATTENDANT,HOUSEKEEPING NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|RESERVATION CLERK|FRONT OFFICE SERVICES NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,RESERVATION CLERK,FRONT OFFICE SERVICES NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|ROOM ATTENDANT/ HOUSEKEEPING SPECIALIST|HOUSEKEEPING NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,ROOM ATTENDANT/ HOUSEKEEPING SPECIALIST,HOUSEKEEPING NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|STEWARDS|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,STEWARDS,FRONT OFFICE SERVICES NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|TELEPHONE OPERATOR|CUSTOMER SERVICES NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,TELEPHONE OPERATOR,CUSTOMER SERVICES NC II,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|THERMAL CLEANER|NO CORRESPONDING TVET PROGRAM|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,THERMAL CLEANER,NO CORRESPONDING TVET PROGRAM,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|THERMAL CLEANER|NO CORRESPONDING TVET PROGRAM|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,THERMAL CLEANER,NO CORRESPONDING TVET PROGRAM,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|UPHOLSTERY CLEANER|HOUSEKEEPING NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,UPHOLSTERY CLEANER,HOUSEKEEPING NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|BARISTA|BARISTA NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARISTA,BARISTA NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|BARTENDING|BARTENDING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARTENDING,BARTENDING NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|BREAD AND PASTRIES|FOOD AND BEVERAGE SERVICES NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BREAD AND PASTRIES,FOOD AND BEVERAGE SERVICES NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|CAKE MAKING|TOURISM PROMOTION SERVICES NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,CAKE MAKING,TOURISM PROMOTION SERVICES NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|COOK OR COMMIS, ASSISTANT COOK|FOOD PRODUCTION (BREAD AND PATISSERIE) NC II|WITH TR|HIGH",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"COOK OR COMMIS, ASSISTANT COOK",FOOD PRODUCTION (BREAD AND PATISSERIE) NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|FOOD SAFETY MANAGEMENT|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FOOD SAFETY MANAGEMENT,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|FRONT DESK /FRONT LINERS|FOOD AND BEVERAGE SERVICES NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FRONT DESK /FRONT LINERS,FOOD AND BEVERAGE SERVICES NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|KITCHEN MECHANICS|COOKERY NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,KITCHEN MECHANICS,COOKERY NC II,WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|KITCHEN MECHANICS|COOKERY NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,KITCHEN MECHANICS,COOKERY NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|KITCHEN SUPERVISOR, HEAD CHEF, BANQUET HEAD COOK/CHEF|FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III|WITH TR|HIGH",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"KITCHEN SUPERVISOR, HEAD CHEF, BANQUET HEAD COOK/CHEF",FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|SERVICE ATTENDANTS|CUSTOMER SERVICES NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE ATTENDANTS,CUSTOMER SERVICES NC II,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|SERVICE CREW / FOOD ATTENDANTS / FB PRODUCTION / WAITER / WAITRESS|COOKERY NC II|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE CREW / FOOD ATTENDANTS / FB PRODUCTION / WAITER / WAITRESS,COOKERY NC II,WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|SERVICE CREW / FOOD ATTENDANTS / FB PRODUCTION / WAITER / WAITRESS|COOKERY NC II|WITH TR|MEDIUM,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE CREW / FOOD ATTENDANTS / FB PRODUCTION / WAITER / WAITRESS,COOKERY NC II,WITH TR,MEDIUM,,0,0,1,1,,0,0,1,1
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|SOUS CHEF, EXECUTIVE SOUS CHEF|FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV|WITH TR|MEDIUM",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"SOUS CHEF, EXECUTIVE SOUS CHEF",FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV,WITH TR,MEDIUM,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|MICE (MEETINGS, INCENTIVES, CONFERENCES, AND EXHIBITIONS)|SENIOR MICE COORDINATOR , SENIOR SPECIAL EVENTS COORDINATOR|EVENTS MANAGEMENT SERVICES NC III|WITH TR|LOW",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),"MICE (MEETINGS, INCENTIVES, CONFERENCES, AND EXHIBITIONS)","SENIOR MICE COORDINATOR , SENIOR SPECIAL EVENTS COORDINATOR",EVENTS MANAGEMENT SERVICES NC III,WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|TRAVEL AND TOUR|TOUR GUIDING|TOUR GUIDING SERVICES NC III|WITH TR|LOW,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOUR,TOUR GUIDING,TOUR GUIDING SERVICES NC III,WITH TR,LOW,,0,0,0,0,,0,0,0,0
"REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|TRAVEL AND TOURS|1.TOURISM OPERATIONS COORDINATOR
2.TRAVEL CONSULTANT/TOUR PLANNER/TRAVEL SALES EXECUTIVE/TOUR COORDINATOR/TOUR OPERATIONS ASSISTANT 
3.TOUR GUIDE/TOUR LEADER/TOUR COORDINATOR
4.TOURISM MARKETING OFFICER/SALES EXECUTIVE FOR TOURISM/DESTINATION MARKETING COORDINATOR
5.EVENT COORDINATOR/CATERING MANAGER
6.ECO-TOURISM COORDINATOR/SUSTAINABLE TOURISM OFFICER/NATURE TOUR GUIDE/ENVIRONMENTAL EDUCATION 
7.MICE COORDINATOR/CONFERENCE ORGANIZER
8.CRUISE OPERATIONS COORDINATOR/ADVENTURE TOUR GUIDE/CRUISE MANAGER/OUTDOOR ACTIVITY|DIPLOMA PROGRAM IN TOURISM MANAGEMENT|DIPLOMA PROGRAMS|LOW",REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,"1.TOURISM OPERATIONS COORDINATOR
2.TRAVEL CONSULTANT/TOUR PLANNER/TRAVEL SALES EXECUTIVE/TOUR COORDINATOR/TOUR OPERATIONS ASSISTANT 
3.TOUR GUIDE/TOUR LEADER/TOUR COORDINATOR
4.TOURISM MARKETING OFFICER/SALES EXECUTIVE FOR TOURISM/DESTINATION MARKETING COORDINATOR
5.EVENT COORDINATOR/CATERING MANAGER
6.ECO-TOURISM COORDINATOR/SUSTAINABLE TOURISM OFFICER/NATURE TOUR GUIDE/ENVIRONMENTAL EDUCATION 
7.MICE COORDINATOR/CONFERENCE ORGANIZER
8.CRUISE OPERATIONS COORDINATOR/ADVENTURE TOUR GUIDE/CRUISE MANAGER/OUTDOOR ACTIVITY",DIPLOMA PROGRAM IN TOURISM MANAGEMENT,DIPLOMA PROGRAMS,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TOURISM (HOTEL AND RESTAURANT)|TRAVEL AND TOURS|TOUR PACKAGING STAFF|TOUR PACKAGING (FIT AD HOC DOMESTIC) SERVICES NC II|WITH TR|HIGH,REGION_VII,CEBU,TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,TOUR PACKAGING STAFF,TOUR PACKAGING (FIT AD HOC DOMESTIC) SERVICES NC II,WITH TR,HIGH,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|COMMUNITY BASED TRAINERS METHODOLOGY|COMMUNITY-BASED TRAINERS|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,TVET,COMMUNITY BASED TRAINERS METHODOLOGY,COMMUNITY-BASED TRAINERS,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|CONTACT CENTER AGENT|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,CONTACT CENTER AGENT,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|ENGLISH TEACHER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,ENGLISH TEACHER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|ENGLISH TUTOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,ENGLISH TUTOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|ESKRIMA INSTRUCTOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,ESKRIMA INSTRUCTOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|ESL TEACHER/TUTOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,ESL TEACHER/TUTOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|IELTS COACH|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,IELTS COACH,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|NIHONGO TUTOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,NIHONGO TUTOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|TESOL COACH|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,TESOL COACH,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|EDUCATION|TOEIC COACH|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,TVET,EDUCATION,TOEIC COACH,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|TRAINERS METHODOLOGY LEVEL I (IN-COMPANY TRAINERS)|TRAINERS METHODOLOGY (IN-COMPANY TRAINERS|TRAINERS METHODOLOGY LEVEL I (IN-COMPANY TRAINER)|WITH TR|LOW,REGION_VII,CEBU,TVET,TRAINERS METHODOLOGY LEVEL I (IN-COMPANY TRAINERS),TRAINERS METHODOLOGY (IN-COMPANY TRAINERS,TRAINERS METHODOLOGY LEVEL I (IN-COMPANY TRAINER),WITH TR,LOW,,0,0,0,0,,0,0,0,0
REGION_VII|CEBU|TVET|TRAINERS METHODOLOGY LEVEL I|TVET TRAINERS/COMPETENCY ASSESSORS|TRAINERS METHODOLOGY LEVEL I (TRAINER/ASSESSOR)|WITH TR|HIGH,REGION_VII,CEBU,TVET,TRAINERS METHODOLOGY LEVEL I,TVET TRAINERS/COMPETENCY ASSESSORS,TRAINERS METHODOLOGY LEVEL I (TRAINER/ASSESSOR),WITH TR,HIGH,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TVET|TRAINERS METHODOLOGY LEVEL I|TVET TRAINERS/COMPETENCY ASSESSORS|TRAINERS METHODOLOGY LEVEL I (TRAINER/ASSESSOR)|WITH TR|LOW,REGION_VII,CEBU,TVET,TRAINERS METHODOLOGY LEVEL I,TVET TRAINERS/COMPETENCY ASSESSORS,TRAINERS METHODOLOGY LEVEL I (TRAINER/ASSESSOR),WITH TR,LOW,,0,0,1,1,,0,0,1,1
REGION_VII|CEBU|TVET|TRAINERS METHODOLOGY LEVEL II|TVET DEVELOPER/DESIGNER|TRAINERS METHODOLOGY LEVEL II (TRAINING DESIGNER/DEVELOPER)|WITH TR|HIGH,REGION_VII,CEBU,TVET,TRAINERS METHODOLOGY LEVEL II,TVET DEVELOPER/DESIGNER,TRAINERS METHODOLOGY LEVEL II (TRAINING DESIGNER/DEVELOPER),WITH TR,HIGH,,0,0,1,1,,0,0,1,1
