,,,,,,,,,,,,
Assessment Center,Class Name,Region,Province,City Name,Address,Center Manager,Phone,e mail,Qualification,Numberof Accredited Assessor,Assessed,Certified
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Massage Therapy NC II,1,8,6
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Massage Therapy NC II,1,45,41
CNL GLOBAL ACCESS CORP.,,Region VII - Central Visayas,Cebu,Danao City,"Looc, Danao City, Cebu",Marylou G. Navarro,0917-7288686 / (032) 318-9161,cnlglobal@yahoo.com,Bread and Pastry Production NC II,1,25,25
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Automotive Servicing NC I,1,30,25
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Computer Systems Servicing NC II,1,20,11
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Computer Systems Servicing NC II,1,34,23
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Computer Systems Servicing NC II,1,10,10
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Driving NC II,1,10,10
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Electrical Installation and Maintenance NC II,1,10,10
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Electrical Installation and Maintenance NC II,1,9,9
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Electrical Installation and Maintenance NC II,1,43,42
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Electronic Products Assembly and Servicing NC II,1,41,41
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Electronic Products Assembly and Servicing NC II,1,10,10
"COLLEGE OF TECHNOLOGICAL SCIENCES - CEBU, INC",,Region VII - Central Visayas,Cebu,Cebu City,"Natalio Bacalso Avenue, Sambag I, Cebu City",Danilo B. Colipano,(032) 256-1303 / (032) 256-1304 / (032) 255-2331,ctscebu@gmail.com,Motorcycle/Small Engine Servicing NC II,1,8,8
"DON BOSCO BOY'S HOME, INC.",,Region VII - Central Visayas,Cebu,Liloan,"Cotcot, Liloan, Cebu","Alexander B. Abelgas, Sbd",(032) 517-3851 / 0942-432-4372 / 0922-844-2017,donboscotrainingcenterliloan@gmail.com,Carpentry NC II,1,20,20
"DON BOSCO TECHNICAL COLLEGE - CEBU, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Pleasant Homes Sub., Punta Princesa, Cebu City","Bro. Silvestre B. Crescencio, Sdb",(032) 273-1127 (032) 272-2910,info@dbtc-cebu.edu.ph,Carpentry NC II,1,28,28
"DON BOSCO TECHNICAL COLLEGE - CEBU, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Pleasant Homes Sub., Punta Princesa, Cebu City","Bro. Silvestre B. Crescencio, Sdb",(032) 273-1127 (032) 272-2910,info@dbtc-cebu.edu.ph,Electrical Installation and Maintenance NC II,1,19,19
"DON BOSCO TECHNICAL COLLEGE - CEBU, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Pleasant Homes Sub., Punta Princesa, Cebu City","Bro. Silvestre B. Crescencio, Sdb",(032) 273-1127 (032) 272-2910,info@dbtc-cebu.edu.ph,Machining NC II,1,19,19
"DON BOSCO TECHNICAL VOCATIONAL EDUCATION AND TRAINING CENTER - BALAMBAN, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Bldg. No. 0188, Prenza, Balamban, Cebu","Rev. Fr. Brian R. Butanas, Sdb",(032) 406-7628 / 0917-589-8638,db_balamban@yahoo.com.ph,Flux-Cored Arc Welding (FCAW) NC II,1,7,7
"DON BOSCO TECHNICAL VOCATIONAL EDUCATION AND TRAINING CENTER - BALAMBAN, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Bldg. No. 0188, Prenza, Balamban, Cebu","Rev. Fr. Brian R. Butanas, Sdb",(032) 406-7628 / 0917-589-8638,db_balamban@yahoo.com.ph,Shielded Metal Arc Welding (SMAW) NC II,1,40,40
"DON BOSCO TECHNICAL VOCATIONAL EDUCATION AND TRAINING CENTER - BALAMBAN, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Bldg. No. 0188, Prenza, Balamban, Cebu","Rev. Fr. Brian R. Butanas, Sdb",(032) 406-7628 / 0917-589-8638,db_balamban@yahoo.com.ph,Shielded Metal Arc Welding (SMAW) NC II,1,50,50
"DON BOSCO TECHNICAL VOCATIONAL EDUCATION AND TRAINING CENTER - BALAMBAN, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Bldg. No. 0188, Prenza, Balamban, Cebu","Rev. Fr. Brian R. Butanas, Sdb",(032) 406-7628 / 0917-589-8638,db_balamban@yahoo.com.ph,Shielded Metal Arc Welding (SMAW) NC II,1,10,8
ELE TECHNICAL TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"4308 S. Osmeña St., Gun-ob, Lapu-lapu City, Cebu",Raul C. Fontanoza,(032) 238- 2057/ (032) 340-5476,eletechnical@yahoo.com,Electronic Products Assembly and Servicing NC II,1,12,6
ELE TECHNICAL TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"4308 S. Osmeña St., Gun-ob, Lapu-lapu City, Cebu",Raul C. Fontanoza,(032) 238- 2057/ (032) 340-5476,eletechnical@yahoo.com,Electronic Products Assembly and Servicing NC II,1,17,15
ELE TECHNICAL TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"4308 S. Osmeña St., Gun-ob, Lapu-lapu City, Cebu",Raul C. Fontanoza,(032) 238- 2057/ (032) 340-5476,eletechnical@yahoo.com,Electronic Products Assembly and Servicing NC II,1,15,15
ELE TECHNICAL TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"4308 S. Osmeña St., Gun-ob, Lapu-lapu City, Cebu",Raul C. Fontanoza,(032) 238- 2057/ (032) 340-5476,eletechnical@yahoo.com,Electronic Products Assembly and Servicing NC II,1,22,8
ELE TECHNICAL TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"4308 S. Osmeña St., Gun-ob, Lapu-lapu City, Cebu",Raul C. Fontanoza,(032) 238- 2057/ (032) 340-5476,eletechnical@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,10,7
EMUNAH COMPUTER TRAINING CENTER CORP.,TVI,Region VII - Central Visayas,Cebu,City of Bogo,"2nd Floor Valeriano Bldg. House Of Praise Cogon, City Of Bogo, Cebu",Benjie B. Talingting,(032) 425-5206,emunah.assissment@gmail.com,Computer Systems Servicing NC II,1,68,14
EMUNAH COMPUTER TRAINING CENTER CORP.,TVI,Region VII - Central Visayas,Cebu,City of Bogo,"2nd Floor Valeriano Bldg. House Of Praise Cogon, City Of Bogo, Cebu",Benjie B. Talingting,(032) 425-5206,emunah.assissment@gmail.com,Computer Systems Servicing NC II,1,44,14
EMUNAH COMPUTER TRAINING CENTER CORP.,TVI,Region VII - Central Visayas,Cebu,City of Bogo,"2nd Floor Valeriano Bldg. House Of Praise Cogon, City Of Bogo, Cebu",Benjie B. Talingting,(032) 425-5206,emunah.assissment@gmail.com,Computer Systems Servicing NC II,1,50,9
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Driving NC II,1,25,25
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Hairdressing NC II,1,10,10
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Hilot (Wellness Massage) NC II,1,10,10
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Hilot (Wellness Massage) NC II,1,20,20
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Hilot (Wellness Massage) NC II,1,50,50
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Housekeeping NC II,1,37,37
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Housekeeping NC II,1,14,14
EXCELUP TRAINING AND ASSESSMENT CENTER INCORPORATED,,Region VII - Central Visayas,Cebu,Lapu-Lapu City (Opon),"Excelup Compound, Casia St., Bankal, Lapu-lapu City, Cebu",Evangelino V. Tadique,"032-427-3552, 0927-870-3835, 0917-711-2457",excelup.trainingandassessment@gmail.com,Housekeeping NC II,1,18,18
GENTLE FAMILY HOME TRAINING CENTER INC.,TVI,Region VII - Central Visayas,Cebu,Cebu City,"Rm No. 3a, 3h, 3i, 3j, Gemini Bldg., M.j Cuenco Ave., Tejero, Cebu City",Erica Jane Ong,(032) 263-2638/ 0917 799 8971,cebu_assessment@gentlefamilyhome.net,Caregiving NC II,1,50,50
GENTLE FAMILY HOME TRAINING CENTER INC.,TVI,Region VII - Central Visayas,Cebu,Cebu City,"Rm No. 3a, 3h, 3i, 3j, Gemini Bldg., M.j Cuenco Ave., Tejero, Cebu City",Erica Jane Ong,(032) 263-2638/ 0917 799 8971,cebu_assessment@gentlefamilyhome.net,Caregiving NC II,1,29,29
GENTLE FAMILY HOME TRAINING CENTER INC.,TVI,Region VII - Central Visayas,Cebu,Cebu City,"Rm No. 3a, 3h, 3i, 3j, Gemini Bldg., M.j Cuenco Ave., Tejero, Cebu City",Erica Jane Ong,(032) 263-2638/ 0917 799 8971,cebu_assessment@gentlefamilyhome.net,Caregiving NC II,1,10,10
GOLDEN RESOURCE ACADEMY FOR CAREER ENHANCEMENT INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Cor. Acacia Street And Archbishop Reyes Avenue, Kamputhaw, Cebu City",Aaron Jeremy Que,032-233-8660 LOC 7819,graceacademy.cac@gmail.com,Food and Beverage Services NC II,1,20,20
GOLDEN RESOURCE ACADEMY FOR CAREER ENHANCEMENT INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Cor. Acacia Street And Archbishop Reyes Avenue, Kamputhaw, Cebu City",Aaron Jeremy Que,032-233-8660 LOC 7819,graceacademy.cac@gmail.com,Food and Beverage Services NC II,1,50,50
GOLDEN RESOURCE ACADEMY FOR CAREER ENHANCEMENT INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Cor. Acacia Street And Archbishop Reyes Avenue, Kamputhaw, Cebu City",Aaron Jeremy Que,032-233-8660 LOC 7819,graceacademy.cac@gmail.com,Food and Beverage Services NC II,1,45,45
GOLDEN RESOURCE ACADEMY FOR CAREER ENHANCEMENT INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Cor. Acacia Street And Archbishop Reyes Avenue, Kamputhaw, Cebu City",Aaron Jeremy Que,032-233-8660 LOC 7819,graceacademy.cac@gmail.com,Food and Beverage Services NC II,1,17,17
GOLDEN RESOURCE ACADEMY FOR CAREER ENHANCEMENT INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Cor. Acacia Street And Archbishop Reyes Avenue, Kamputhaw, Cebu City",Aaron Jeremy Que,032-233-8660 LOC 7819,graceacademy.cac@gmail.com,Food and Beverage Services NC II,1,10,10
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Bread and Pastry Production NC II,1,53,53
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Driving (Passenger Bus/Straight Truck) NC III,1,7,7
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Driving NC II,1,24,24
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Driving NC II,1,24,24
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,25,24
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,20,20
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,7,7
"INDUSTRIAL EDUCATION LEARNING CENTER AND TECHNOLOGIES, INC.",,Region VII - Central Visayas,Cebu,Liloan,"House #02-440 Purok Luy-a, Brgy. Calero, Liloan, Cebu",Joel D. Pilapil,340-8457/09753752209,ielti.techvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC III,1,6,6
"INTERNATIONAL SKILLS REPUBLIC ACADEMY, INC",,Region VII - Central Visayas,Cebu,Cebu City,"0775 Jasmin St., Capitol Site, Cebu City",Ma. Jinky E. Marco,(032) 234-3933,acac@israphilippines.com,Bookkeeping NC III,1,6,2
"INTERNATIONAL SKILLS REPUBLIC ACADEMY, INC",,Region VII - Central Visayas,Cebu,Cebu City,"0775 Jasmin St., Capitol Site, Cebu City",Ma. Jinky E. Marco,(032) 234-3933,acac@israphilippines.com,Events Management Services NC III,1,36,36
"INTERNATIONAL SKILLS REPUBLIC ACADEMY, INC",,Region VII - Central Visayas,Cebu,Cebu City,"0775 Jasmin St., Capitol Site, Cebu City",Ma. Jinky E. Marco,(032) 234-3933,acac@israphilippines.com,Tourism Promotion Services NC II,1,14,14
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Unity Building, 2nd Floor, Lapu-lapu Corner Legaspi Streets, San Roque, Cebu City",Necita N. Ymas,0929-2835663/(032) 254-7336,klncebu@yahoo.com,Bread and Pastry Production NC II,1,42,42
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Unity Building, 2nd Floor, Lapu-lapu Corner Legaspi Streets, San Roque, Cebu City",Necita N. Ymas,0929-2835663/(032) 254-7336,klncebu@yahoo.com,Cookery NC II,1,10,9
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Unity Building, 2nd Floor, Lapu-lapu Corner Legaspi Streets, San Roque, Cebu City",Necita N. Ymas,0929-2835663/(032) 254-7336,klncebu@yahoo.com,Ships' Catering (Ships' Cooks) NC III,1,29,29
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Unity Building, 2nd Floor, Lapu-lapu Corner Legaspi Streets, San Roque, Cebu City",Necita N. Ymas,0929-2835663/(032) 254-7336,klncebu@yahoo.com,Ship's Catering Services NC I,1,34,34
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Unity Building, 2nd Floor, Lapu-lapu Corner Legaspi Streets, San Roque, Cebu City",Necita N. Ymas,0929-2835663/(032) 254-7336,klncebu@yahoo.com,Ship's Catering Services NC I,1,109,109
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Unity Building, 2nd Floor, Lapu-lapu Corner Legaspi Streets, San Roque, Cebu City",Necita N. Ymas,0929-2835663/(032) 254-7336,klncebu@yahoo.com,Ship's Catering Services NC I,1,17,17
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cordoba,"New Road Sitio Ubos, Sa 7034 Poblacion, Cordova, Cebu",Necita N. Ymas,(032) 402-0638 / (416) 0934,klncebu@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,14,14
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cordoba,"New Road Sitio Ubos, Sa 7034 Poblacion, Cordova, Cebu",Necita N. Ymas,(032) 402-0638 / (416) 0934,klncebu@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,10,10
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Liloan,"Purok Ube, Landing, Catarman, Liloan, Cebu",Necita N. Ymas,(032) 415-1365,klncebu@gmail.com,Driving NC II,1,15,15
"KLN SKILLS AND MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Liloan,"Purok Ube, Landing, Catarman, Liloan, Cebu",Necita N. Ymas,(032) 415-1365,klncebu@gmail.com,Driving NC II,1,43,42
KM100 SKILLS AND TRAINING CENTER INC.,TVI,Region VII - Central Visayas,Cebu,City of Bogo,"National Road, Purok Agila, 4th District, Taytayan, Bogo City, Cebu, 6010",Ma. Ludette R. Cambal,0991-292-9610 / 0977-819-7099,km100assessmentcenter@gmail.com,Driving NC II,1,20,20
KM100 SKILLS AND TRAINING CENTER INC.,TVI,Region VII - Central Visayas,Cebu,City of Bogo,"National Road, Purok Agila, 4th District, Taytayan, Bogo City, Cebu, 6010",Ma. Ludette R. Cambal,0991-292-9610 / 0977-819-7099,km100assessmentcenter@gmail.com,Driving NC II,1,29,29
KM100 SKILLS AND TRAINING CENTER INC.,TVI,Region VII - Central Visayas,Cebu,City of Bogo,"National Road, Purok Agila, 4th District, Taytayan, Bogo City, Cebu, 6010",Ma. Ludette R. Cambal,0991-292-9610 / 0977-819-7099,km100assessmentcenter@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,20,20
LA PURISIMA CONCEPCION SKILLS TRAINING AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Danao City,"Sitio Lang-lang, Purok 5, Cogon Cruz, Danao City",Eugen C. Enriquez,09461759539,lapurisimaconcepcion.center@gmail.com,Bread and Pastry Production NC II,1,70,70
LA PURISIMA CONCEPCION SKILLS TRAINING AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Danao City,"Sitio Lang-lang, Purok 5, Cogon Cruz, Danao City",Eugen C. Enriquez,09461759539,lapurisimaconcepcion.center@gmail.com,Bread and Pastry Production NC II,1,50,50
LIFE SKILLS ACADEMY AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Minglanilla,"3rd Floor, J&d Bldg, National Highway, Pakigne, Minglanilla, Cebu",Luigi C. Ordaneza,(032) 239-1662/ 0943-245-7706,lifeskillsacademyinc@gmail.com,Beauty Care (Nail Care) Services NC II,1,46,46
LIFE SKILLS ACADEMY AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Minglanilla,"3rd Floor, J&d Bldg, National Highway, Pakigne, Minglanilla, Cebu",Luigi C. Ordaneza,(032) 239-1662/ 0943-245-7706,lifeskillsacademyinc@gmail.com,Beauty Care (Nail Care) Services NC II,1,29,29
LIFE SKILLS ACADEMY AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Minglanilla,"3rd Floor, J&d Bldg, National Highway, Pakigne, Minglanilla, Cebu",Luigi C. Ordaneza,(032) 239-1662/ 0943-245-7706,lifeskillsacademyinc@gmail.com,Hairdressing NC II,1,26,26
LIFE SKILLS ACADEMY AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Minglanilla,"3rd Floor, J&d Bldg, National Highway, Pakigne, Minglanilla, Cebu",Luigi C. Ordaneza,(032) 239-1662/ 0943-245-7706,lifeskillsacademyinc@gmail.com,Hilot (Wellness Massage) NC II,1,19,19
LIFE SKILLS ACADEMY AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Minglanilla,"3rd Floor, J&d Bldg, National Highway, Pakigne, Minglanilla, Cebu",Luigi C. Ordaneza,(032) 239-1662/ 0943-245-7706,lifeskillsacademyinc@gmail.com,Hilot (Wellness Massage) NC II,1,39,39
"Magsaysay Center for Hospitality and Culinary Arts, Inc.",,Region VII - Central Visayas,Cebu,Cebu City,"128 F.Ramos St., Cebu City",Ira Marie Ortega,(032) 254-0942,2014mihcacebu@gmail.com,Food and Beverage Services NC II,1,20,20
"Magsaysay Center for Hospitality and Culinary Arts, Inc.",,Region VII - Central Visayas,Cebu,Cebu City,"128 F.Ramos St., Cebu City",Ira Marie Ortega,(032) 254-0942,2014mihcacebu@gmail.com,Food and Beverage Services NC II,1,17,17
"Magsaysay Center for Hospitality and Culinary Arts, Inc.",,Region VII - Central Visayas,Cebu,Cebu City,"128 F.Ramos St., Cebu City",Ira Marie Ortega,(032) 254-0942,2014mihcacebu@gmail.com,Food and Beverage Services NC II,1,29,29
"Magsaysay Center for Hospitality and Culinary Arts, Inc.",,Region VII - Central Visayas,Cebu,Cebu City,"128 F.Ramos St., Cebu City",Ira Marie Ortega,(032) 254-0942,2014mihcacebu@gmail.com,Housekeeping NC II,1,10,9
